,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
0,1316,168942,4,168942,57,3553,3,3553
0,742,89471,15,89471,66,3570,13,3570
0,691,91536,15,91536,49,3482,7,3482
0,193,38904,8,38904,33,3539,14,3539
0,926,118352,13,118352,67,3576,6,3576
0,482,63421,9,63421,61,3534,10,3534
0,636,87604,10,87604,62,3522,9,3522
0,697,146844,27,146844,55,3546,14,3546
0,534,71713,15,71713,63,3539,20,3539
0,2577,392778,23,392778,48,3592,9,3592
0,1265,213900,45,213900,61,3523,16,3523
0,336,67889,13,67889,42,3593,14,3593
0,567,93305,7,93305,45,3629,9,3629
0,1020,244172,20,244172,35,3540,9,3540
0,518,112918,20,112918,51,3567,18,3567
0,514,76233,8,76233,50,3587,10,3587
0,4181,72196,5,72196,435,3631,11,3631
0,758,113831,7,113831,63,3609,8,3609
0,226,39095,7,39095,51,3538,9,3538
0,1808,286865,36,286865,45,3522,6,3522
0,909,129263,15,129263,54,3544,8,3544
0,3619,513133,84,513133,62,3568,12,3568
0,677,145931,16,145931,42,3581,12,3581
0,587,87341,9,87341,50,3591,13,3591
0,899,118976,14,118976,51,3538,11,3538
0,1197,177873,14,177873,41,3573,12,3573
0,690,130721,12,130721,48,3528,13,3528
0,519,116832,15,116832,36,3604,16,3604
0,2346,327967,36,327967,56,3525,12,3525
0,2353,310655,37,310655,71,3485,18,3485
0,569,95375,5,95375,47,3648,14,3648
0,5288,902181,100,902181,49,3637,10,3637
0,1019,133291,16,133291,74,3546,5,3546
0,696,142728,24,142728,31,3667,18,3667
0,319,40870,6,40870,69,3646,8,3646
0,403,51983,8,51983,66,3679,6,3679
0,397,50182,10,50182,48,3597,19,3597
0,462,68291,14,68291,53,3506,13,3506
0,310,53719,4,53719,38,3516,15,3516
0,757,128180,24,128180,43,3641,13,3641
0,496,54727,9,54727,66,3626,8,3626
0,651,77669,20,77669,55,3555,13,3555
0,389,102371,17,102371,28,3623,13,3623
0,508,69067,7,69067,60,3565,11,3565
0,1998,232547,25,232547,54,3554,12,3554
0,371,60919,6,60919,59,3554,15,3554
0,477,78211,8,78211,61,3633,14,3633
0,775,105228,17,105228,57,3604,6,3604
0,368,75488,12,75488,35,3591,14,3591
