,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
0,651,91962,11,91962,59,3637,11,3637
0,397,89418,12,89418,37,3576,11,3576
0,811,92227,14,92227,59,3572,19,3572
0,722,121142,27,121142,38,3551,8,3551
0,719,97836,14,97836,60,3542,13,3542
0,1368,181598,13,181598,64,3523,8,3523
0,238,39186,12,39186,40,3520,13,3520
0,716,112072,13,112072,47,3551,12,3551
0,772,72685,12,72685,67,3548,12,3548
0,605,82676,13,82676,67,3593,18,3593
0,604,93457,8,93457,50,3550,7,3550
0,823,112387,3,112387,49,3495,6,3495
0,1360,215227,23,215227,36,3553,11,3553
0,374,42354,7,42354,59,3724,8,3724
0,554,92353,6,92353,53,3634,11,3634
0,564,64503,12,64503,76,3601,16,3601
0,537,90778,7,90778,59,3582,19,3582
0,1849,270097,20,270097,65,3577,12,3577
0,474,82779,17,82779,53,3508,16,3508
0,479,71944,7,71944,58,3595,12,3595
0,1039,129827,23,129827,65,3563,9,3563
0,659,110960,16,110960,36,3529,17,3529
0,948,150096,22,150096,47,3577,14,3577
0,777,162819,25,162819,39,3573,15,3573
0,1664,260570,30,260570,67,3425,14,3425
0,421,49357,13,49357,54,3473,9,3473
0,1080,180210,19,180210,46,3597,12,3597
0,281,59381,4,59381,38,3551,7,3551
0,233,31747,7,31747,52,3420,10,3420
0,444,47861,4,47861,58,3518,9,3518
0,11609,162468,30,162468,424,3643,19,3643
0,416,55326,3,55326,41,3555,12,3555
0,1305,176785,12,176785,58,3602,5,3602
0,922,118066,20,118066,75,3570,14,3570
0,835,130398,15,130398,43,3557,13,3557
0,673,118089,7,118089,45,3478,12,3478
0,1166,171195,24,171195,58,3577,9,3577
0,724,118647,25,118647,51,3660,10,3660
0,650,91897,22,91897,47,3549,21,3549
0,485,92230,7,92230,45,3602,14,3602
0,264,40953,8,40953,54,3648,9,3648
0,318,56223,6,56223,46,3469,15,3469
0,1385,186728,29,186728,66,3560,13,3560
0,351,59354,6,59354,42,3439,7,3439
0,1224,247636,19,247636,47,3576,13,3576
0,875,115930,7,115930,49,3568,15,3568
0,900,139188,15,139188,71,3502,12,3502
0,466,82453,12,82453,55,3539,15,3539
0,1038,121288,13,121288,60,3560,10,3560
0,1077,142341,13,142341,52,3497,10,3497
0,869,145716,15,145716,47,3588,11,3588
0,466,64809,6,64809,43,3628,9,3628
0,2875,45047,5,45047,444,3561,12,3561
0,621,105118,14,105118,36,3462,15,3462
0,1243,151556,31,151556,54,3582,13,3582
0,761,151401,21,151401,48,3491,18,3491
0,408,59313,6,59313,49,3559,16,3559
0,446,82356,13,82356,46,3532,17,3532
0,978,127433,14,127433,53,3600,14,3600
0,10606,1695511,150,1695511,43,3507,11,3507
0,620,135118,7,135118,42,3634,9,3634
0,2019,282555,36,282555,64,3570,12,3570
0,321,54537,7,54537,40,3488,12,3488
0,381,57900,14,57900,55,3617,10,3617
0,1176,166023,12,166023,53,3576,14,3576
0,1313,214956,25,214956,50,3607,17,3607
0,948,102499,8,102499,73,3546,7,3546
0,833,128417,10,128417,46,3596,13,3596
0,1847,361289,86,361289,48,3601,9,3601
0,473,80730,8,80730,54,3562,13,3562
0,4965,79639,20,79639,482,3552,15,3552
0,589,109293,15,109293,49,3579,17,3579
0,770,102276,10,102276,36,3515,14,3515
0,687,125622,11,125622,52,3612,16,3612
0,898,134849,7,134849,36,3530,8,3530
0,2383,360157,23,360157,63,3666,8,3666
0,791,135001,20,135001,43,3595,13,3595
0,621,78947,11,78947,64,3659,15,3659
0,221,31066,5,31066,54,3498,16,3498
0,771,89999,6,89999,47,3583,11,3583
0,661,93207,8,93207,64,3588,10,3588
0,601,85615,24,85615,65,3534,13,3534
0,1855,244002,35,244002,38,3523,15,3523
0,1360,141184,14,141184,65,3529,14,3529
0,610,85587,10,85587,51,3612,6,3612
0,1697,291935,24,291935,53,3532,6,3532
0,672,97576,13,97576,69,3602,15,3602
0,637,100267,13,100267,58,3579,10,3579
0,827,134308,14,134308,51,3559,9,3559
0,538,56032,0,56032,49,3496,6,3496
0,2091,280674,23,280674,71,3561,4,3561
0,993,196485,15,196485,45,3621,17,3621
0,1876,200588,22,200588,55,3588,10,3588
0,2548,423909,38,423909,35,3484,8,3484
0,613,105245,6,105245,47,3603,14,3603
0,706,84553,22,84553,59,3518,17,3518
0,837,156054,22,156054,38,3672,13,3672
0,380,55594,6,55594,51,3611,14,3611
0,417,72697,16,72697,52,3609,16,3609
0,425,48170,7,48170,82,3491,15,3491
0,17792,260709,24,260709,462,3563,11,3563
0,784,115598,9,115598,47,3652,9,3652
0,520,59874,4,59874,68,3535,13,3535
0,303,53750,10,53750,39,3515,10,3515
0,2258,278543,27,278543,61,3623,14,3623
0,1525,208145,9,208145,53,3531,11,3531
0,1228,173598,12,173598,62,3573,16,3573
0,569,104299,6,104299,51,3610,10,3610
0,1053,198836,31,198836,34,3579,14,3579
0,494,70940,8,70940,37,3638,8,3638
0,783,100702,9,100702,72,3597,9,3597
0,361,60780,9,60780,70,3600,13,3600
0,1298,159361,13,159361,60,3546,11,3546
0,509,83541,17,83541,42,3505,15,3505
0,214,50796,5,50796,28,3587,10,3587
0,926,109709,19,109709,82,3611,17,3611
0,400,90588,16,90588,41,3560,13,3560
0,1611,265357,28,265357,57,3556,8,3556
0,479,75869,7,75869,63,3458,16,3458
0,464,93044,16,93044,31,3544,10,3544
0,534,104531,13,104531,39,3642,14,3642
0,1003,109125,12,109125,78,3568,15,3568
0,1005,120278,16,120278,52,3511,14,3511
0,601,97891,16,97891,42,3518,19,3518
0,402,71849,15,71849,44,3560,18,3560
0,909,126632,26,126632,61,3526,16,3526
0,1290,205309,15,205309,37,3470,14,3470
0,1646,251804,28,251804,49,3576,11,3576
0,597,73454,13,73454,50,3686,18,3686
0,891,90626,15,90626,85,3546,8,3546
0,580,68850,5,68850,58,3557,9,3557
0,319,58797,9,58797,52,3566,14,3566
0,1933,246462,23,246462,47,3526,14,3526
0,605,97313,6,97313,40,3563,11,3563
0,641,111011,8,111011,58,3620,14,3620
0,578,94948,27,94948,49,3620,18,3620
0,229,43936,3,43936,44,3596,7,3596
0,2740,405581,35,405581,41,3525,11,3525
0,558,88677,14,88677,55,3573,10,3573
0,1829,272492,41,272492,55,3652,16,3652
0,872,124942,11,124942,58,3486,16,3486
0,805,148900,23,148900,42,3561,21,3561
0,261,49711,6,49711,44,3500,12,3500
0,895,137802,9,137802,46,3592,14,3592
0,1954,271842,35,271842,46,3610,15,3610
0,941,135094,5,135094,52,3552,8,3552
0,272,45070,10,45070,40,3521,7,3521
0,1532,264922,22,264922,48,3682,13,3682
0,822,91793,6,91793,64,3654,11,3654
0,246,63655,10,63655,35,3584,19,3584
0,6533,864604,89,864604,61,3506,11,3506
0,765,131566,15,131566,39,3566,16,3566
0,457,68425,8,68425,49,3581,15,3581
0,1033,130600,16,130600,69,3566,23,3566
0,381,73331,14,73331,40,3543,16,3543
0,449,78219,10,78219,46,3506,16,3506
0,1076,134209,24,134209,59,3688,13,3688
0,511,87777,35,87777,46,3635,18,3635
0,922,114510,27,114510,76,3617,15,3617
0,588,113489,28,113489,40,3561,19,3561
0,574,76245,4,76245,57,3580,9,3580
0,393,59748,7,59748,64,3581,9,3581
0,1877,313211,60,313211,43,3513,15,3513
0,433,75296,7,75296,53,3519,7,3519
0,929,166215,20,166215,58,3563,15,3563
0,2656,517274,42,517274,48,3590,11,3590
0,338,57006,19,57006,56,3629,19,3629
0,1831,271776,25,271776,48,3646,16,3646
0,1193,192646,25,192646,56,3544,14,3544
0,221,41928,5,41928,30,3510,6,3510
0,1376,272992,15,272992,48,3499,16,3499
0,1693,206989,44,206989,67,3464,9,3464
0,573,118841,14,118841,43,3536,15,3536
0,1243,146383,12,146383,65,3523,8,3523
0,640,85692,16,85692,64,3582,18,3582
0,282,56817,11,56817,42,3516,14,3516
0,995,157055,16,157055,40,3542,5,3542
0,873,110240,11,110240,53,3560,9,3560
0,318,59129,16,59129,53,3614,11,3614
0,357,86644,11,86644,34,3634,10,3634
0,3752,58045,11,58045,455,3621,13,3621
0,1570,248245,15,248245,65,3482,7,3482
0,940,127590,9,127590,70,3554,11,3554
0,1552,160788,39,160788,64,3568,15,3568
0,591,116568,13,116568,43,3525,9,3525
0,422,48573,7,48573,72,3614,9,3614
0,1335,147186,23,147186,61,3536,12,3536
0,639,118930,23,118930,41,3597,16,3597
0,310,58535,7,58535,48,3575,9,3575
0,313,37801,11,37801,64,3550,15,3550
0,1253,128746,10,128746,72,3547,13,3547
0,558,107548,13,107548,43,3462,16,3462
0,405,59207,11,59207,38,3444,7,3444
0,713,159897,25,159897,27,3561,11,3561
0,1197,200164,28,200164,53,3597,11,3597
0,7131,695603,106,695603,63,3528,9,3528
0,2433,435098,87,435098,37,3613,19,3613
0,706,100444,7,100444,52,3580,4,3580
0,576,119653,16,119653,40,3624,12,3624
0,3360,387025,46,387025,93,3647,19,3647
0,681,102462,15,102462,54,3509,10,3509
