Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,CN Treated chronic,CN Out-of-care,CN Susceptible,CN Untreated chronic,SN Untreated acute,SN Treated acute,CN Untreated acute,CN Treated acute
0,0,1,422,0,422,0,156,0,156,"[10282, 7443, 5128, 12768, 1674, 11077, 15275, 12626, 4895, 8056, 6623, 6066, 1052, 5164, 15081, 5648, 8433, 4790, 14464, 5036, 12190, 7148, 2318, 5992, 2119, 879, 7605, 7185, 8066, 9738, 13204, 167, 10345, 14911, 8563, 6021, 7372, 15237, 2621, 42, 3133, 12736, 11398, 12617, 1221, 4458, 7103, 5436, 9741, 10484, 5824, 7913, 1008, 5410, 12015, 12567, 8227, 9111, 2194, 1733, 9208, 3657, 14021, 11517, 15080, 15092, 15014, 14333, 15083, 1461, 14266, 10540, 14650, 5151, 10696, 13744, 15031, 5731, 13303, 14885, 12030, 1304, 15072, 14658, 13854, 14591, 13166, 12188, 10887, 10650, 14958, 14621, 14054, 14447, 15076, 13638, 13855, 14086, 12918, 14238, 2575, 9076, 12080, 11908, 12319, 12842, 13492, 13324, 13629, 6117, 12074, 14281, 11934, 14719, 14213, 14078, 14716, 6282, 11711, 14342, 9964, 15101, 12079, 11563, 8225, 12055, 8674, 13415, 11813, 10934, 14901, 10315, 14964, 15046, 13804, 14689, 3880, 14830, 11804, 11412, 15058, 14408, 2074, 14895, 15036, 2080, 8924, 6713, 13322, 15098, 14674, 14795, 12862, 11797, 7563, 13537, 14639, 15095, 15034, 2847, 13159, 8420, 7855, 8126, 14967, 4435, 13450, 5059, 14995, 15005, 4702, 15062, 11470, 12597, 14972, 10740, 4083, 9825, 14235, 8297, 15059, 15088, 3316, 14987, 2419, 12304, 14637, 13515, 15065, 14157, 13399, 9912, 8514, 7485, 15097, 5169, 15064, 12555, 12299, 4191, 15043, 9769, 1547, 15096, 7270, 12728, 11319, 12150, 297, 13974, 14017, 12082, 13087, 14796, 14204, 14581, 15084, 15362, 15010, 11001, 5317, 13164, 15077, 14309, 14998, 14894, 5485, 9464, 15074, 12020, 14489, 12605, 13288, 7816, 15061, 15029, 14194, 10751, 14736, 13968, 14893, 11204, 14616, 8896, 14722, 2821, 13511, 15013, 8188, 14534, 14605, 11617, 15086, 7104, 13717, 14524, 12856, 14613, 14525, 14701, 15016, 14977, 14123, 11927, 14201, 13061, 13845, 7695, 14841, 13389, 14547, 14305, 13311, 14686, 13859, 7109, 14203, 14538, 15069, 12370, 7381, 6332, 14559, 5100, 5159, 9827, 14151, 13018, 14256, 14826, 6136, 14932, 5452, 14012, 14356, 14249, 13985, 14981, 14734, 14118, 15045, 14920, 12405, 8945, 15082, 14257, 13835, 14624, 13310, 11807, 14190, 14824, 10870, 14945, 14982, 15037, 14179, 9090, 3891, 13668, 4299, 14782, 3588, 14212, 8529, 13878, 14853, 13023, 13115, 1583, 6630, 14968, 13181, 14632, 7327, 14706, 14956, 13712, 11913, 6088, 7168, 7505, 13374, 10729, 12971, 14599, 8531, 11300, 2063, 3862, 14143, 5364, 8323, 14921, 5717, 8263, 14729, 8346, 10862, 13579, 14835, 11823, 13967, 12681, 2093, 1023, 14565, 2629, 13437, 14232, 14952, 12998, 15040, 14747, 8020, 6329, 15047, 14985, 14104, 14990, 6359, 11236, 14191, 13751, 14419, 10260, 2900, 4630, 14120, 6186, 11524, 14446, 10619, 14858, 14804, 13733, 11659, 4268, 15063, 14156, 10453, 6239, 14775, 14183, 14726, 13769, 8704, 15079, 15066, 3572, 6408, 9590, 12265, 12938, 8686, 14997, 10562, 14979, 7287, 23, 14221, 15052, 13137, 2554, 12615, 2501, 15026, 7841, 8230, 14646, 13360, 14916, 6676, 14735, 12727, 15000, 11207, 14682, 15099, 14366, 14609, 10553, 14777, 4110, 14551, 14942, 13210, 15100, 12480, 14129, 15067, 14357, 14148, 10876, 7171, 10942, 9371, 14377, 13331, 7897, 12495, 11228, 14564, 4457, 14993, 14721, 13766, 3003, 14651, 8175, 14823, 10303, 14193, 7126, 11770, 8359, 4087, 13726, 15041, 12994, 14681, 9463, 14742, 8088, 14590, 7797, 14786, 7441, 2038, 13760, 13681, 7656, 11026, 14298, 14629, 14704, 15073, 10307, 8348, 11775, 14866, 14794, 15006, 13715, 12791, 14421, 10856, 12596, 13182, 14176, 6770, 5425, 14684, 1899, 12353, 11884, 14630, 14751, 12183, 14861, 12496, 11862, 13883, 14919, 6206, 12230, 10500, 1351, 14197, 2885, 5367, 12974, 14254, 14369, 12726, 7729, 13743, 14004, 14693, 12831, 15094, 12361, 1152, 14259, 10363, 12354, 7175, 14936, 11117, 11783, 6164, 13824, 15071, 12695, 13775, 11371, 12954, 8687, 3956, 4312, 11521, 6907, 14642, 14536, 15075, 11179, 13672, 12108, 14063, 14261, 5492, 9760, 14508, 6905, 6453, 11998, 5033, 14761, 6461, 11415, 12323, 12851, 14414, 14602, 13043, 13885, 9743, 15054, 13186, 15085, 10593, 11396, 14844, 14707, 12733, 10353, 7200, 14928, 11688, 6217, 13630, 14611]","[2565, 5215, 4790, 12357, 13057, 5870, 4610, 12607, 9607, 8256, 8350, 3313, 14852, 2523, 9170, 9170, 4939, 5347, 6370, 11298, 7176, 2834, 8640, 2546, 8963, 982, 14235, 1747, 5422, 11809, 11565, 15169, 13615, 6262, 10105, 13561, 10632, 7995, 7550, 1036, 11095, 10864, 10490, 8505, 6347, 5322, 5645, 5804, 14362, 1909, 13363, 759, 5896, 62, 5306, 4291, 10489, 13347, 10821, 4007, 5885, 14794, 11850, 10987, 6932, 14825, 13982, 13795, 12644, 14533, 11388, 6748, 11501, 4321, 6549, 3078, 12752, 13749, 9468, 12862, 9625, 13684, 8103, 15360, 1993, 14841, 9897, 11163]",255,68,343,118,85,44,25,25,20,13,0,0,0,0
