SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
540,136529,12,136529,8,845,4,845,874,96
423,92893,16,92893,7,819,5,819,1028,84
667,152615,20,152615,11,818,5,818,959,91
587,111392,12,111392,16,788,1,788,1157,100
1033,167559,12,167559,16,811,3,811,1100,88
1365,185757,35,185757,22,824,2,824,1183,90
470,73027,7,73027,19,860,2,860,1215,91
177,36142,5,36142,7,824,4,824,946,96
935,243479,22,243479,6,730,3,730,923,98
562,66903,11,66903,26,774,5,774,1281,100
2294,223149,32,223149,20,842,5,842,1265,107
844,131691,9,131691,14,805,3,805,1076,86
569,119066,5,119066,16,829,2,829,930,79
249,48776,6,48776,13,830,4,830,1049,101
356,69283,6,69283,10,853,6,853,1076,89
479,57387,12,57387,15,802,3,802,1189,95
273,41705,9,41705,11,785,5,785,1133,102
437,65363,13,65363,19,829,4,829,1019,111
428,62231,7,62231,14,771,3,771,1103,104
544,94674,11,94674,11,794,2,794,1001,86
532,67702,9,67702,15,760,2,760,1226,91
344,78658,7,78658,11,795,1,795,980,97
283,48549,6,48549,8,819,2,819,958,100
403,70314,2,70314,4,744,2,744,1060,89
371,61370,7,61370,13,812,3,812,1098,92
483,83302,19,83302,6,763,3,763,1053,85
125,36034,3,36034,7,847,7,847,857,95
540,131812,30,131812,16,832,3,832,878,97
388,47038,6,47038,13,786,5,786,1195,100
261,43100,6,43100,13,807,2,807,1010,95
2176,381575,79,381575,11,795,9,795,954,102
616,76579,14,76579,16,805,2,805,1203,99
420,102372,10,102372,12,829,2,829,1049,89
921,131288,24,131288,9,824,2,824,1056,85
723,102676,18,102676,12,785,3,785,1148,97
663,131002,29,131002,7,759,1,759,1068,94
389,90733,6,90733,11,795,3,795,889,96
460,86424,12,86424,15,766,3,766,1186,96
551,79534,9,79534,21,777,3,777,1137,96
436,111370,13,111370,6,815,6,815,940,96
109,40844,5,40844,4,798,3,798,907,111
577,91165,7,91165,8,778,2,778,1047,93
431,84821,12,84821,12,828,3,828,1012,99
1508,334609,59,334609,13,749,2,749,1087,95
138,38525,3,38525,7,825,8,825,959,99
565,76628,13,76628,8,818,8,818,1132,105
354,69479,13,69479,9,807,4,807,1024,95
580,75906,7,75906,19,830,4,830,1237,82
170,39657,7,39657,15,805,5,805,1028,100
287,57117,5,57117,10,830,1,830,1045,80
595,102016,13,102016,14,828,2,828,1034,89
594,89952,12,89952,12,831,4,831,1102,103
333,50907,5,50907,14,817,2,817,1135,87
844,196837,25,196837,10,814,3,814,989,93
369,65136,15,65136,6,799,4,799,984,87
829,219340,13,219340,8,805,2,805,996,86
340,75691,7,75691,19,852,6,852,914,104
1016,213398,38,213398,16,830,3,830,1058,96
631,113120,8,113120,18,868,3,868,1152,87
609,87826,10,87826,8,809,2,809,1077,94
955,100208,14,100208,11,755,3,755,1160,86
557,77075,12,77075,10,779,3,779,1215,92
171,35195,5,35195,14,835,4,835,984,90
287,61092,6,61092,7,785,2,785,976,94
326,49143,8,49143,18,837,2,837,1118,90
456,148447,32,148447,6,834,4,834,912,92
950,138726,16,138726,11,792,2,792,1052,86
522,124283,31,124283,13,787,7,787,1032,103
741,179378,39,179378,11,819,2,819,909,101
519,86812,15,86812,12,816,1,816,1006,96
267,39779,8,39779,14,805,5,805,1020,92
320,69944,16,69944,17,799,6,799,1035,96
764,195059,17,195059,7,803,2,803,828,84
865,135877,19,135877,10,770,2,770,1147,84
420,66120,7,66120,8,817,3,817,1147,97
876,140594,20,140594,10,794,6,794,1083,104
434,64702,15,64702,11,773,2,773,1063,104
472,82794,6,82794,15,836,3,836,1095,94
642,114381,15,114381,6,760,5,760,1045,105
322,55687,12,55687,16,868,6,868,1074,105
1296,233332,47,233332,10,784,3,784,1092,94
816,133467,23,133467,13,745,3,745,1057,92
243,70343,8,70343,3,849,1,849,930,87
419,63273,10,63273,22,801,3,801,1102,96
443,84807,23,84807,11,790,4,790,1020,113
270,52793,2,52793,15,787,6,787,1011,85
921,145522,16,145522,9,832,2,832,1116,79
648,149062,14,149062,11,854,4,854,949,90
153,34608,12,34608,11,775,0,775,988,97
452,74968,7,74968,16,792,1,792,1129,87
268,41167,4,41167,13,828,3,828,1022,87
1045,124947,8,124947,16,798,2,798,1215,81
413,87026,8,87026,14,838,0,838,1038,94
493,99126,15,99126,15,839,0,839,981,96
455,83111,4,83111,15,828,1,828,1077,76
223,64536,15,64536,11,779,5,779,863,113
630,130927,23,130927,12,832,4,832,1001,96
371,113572,15,113572,4,783,4,783,875,91
342,64491,11,64491,3,800,4,800,1105,98
464,66481,10,66481,11,808,4,808,1201,94
414,79032,9,79032,12,785,3,785,1045,91
342,48839,5,48839,16,840,1,840,1212,98
1204,228713,37,228713,11,857,3,857,1022,93
915,110820,6,110820,9,787,2,787,1172,83
975,201475,27,201475,12,835,5,835,997,94
529,108215,9,108215,17,845,0,845,976,88
237,56533,8,56533,13,795,3,795,880,89
416,60202,7,60202,14,836,6,836,1074,108
154,29466,3,29466,8,786,2,786,997,90
393,69776,9,69776,14,782,5,782,1100,87
2403,404164,57,404164,11,824,4,824,1074,97
554,111880,16,111880,12,818,2,818,1078,90
357,53379,8,53379,9,832,6,832,1073,100
531,87450,10,87450,12,809,2,809,1099,90
885,133409,24,133409,16,837,3,837,1131,89
315,55013,8,55013,7,781,0,781,971,88
1850,316668,54,316668,14,845,0,845,1095,102
632,115444,9,115444,8,773,3,773,1068,88
243,44196,3,44196,11,808,0,808,1043,85
604,93565,4,93565,14,757,5,757,1149,88
279,47147,12,47147,11,833,7,833,990,109
808,115225,22,115225,8,824,1,824,1021,95
259,61712,11,61712,6,808,4,808,938,100
226,64163,9,64163,11,813,6,813,849,94
402,39679,5,39679,15,816,3,816,1211,97
710,86206,23,86206,16,860,2,860,1240,95
342,70891,9,70891,13,758,0,758,1127,92
273,67252,16,67252,5,795,2,795,896,98
441,67013,6,67013,17,858,5,858,1068,99
765,147866,18,147866,10,790,1,790,1071,86
1126,232458,51,232458,11,805,2,805,1042,91
322,38824,4,38824,20,828,5,828,1158,97
387,83324,17,83324,9,794,10,794,958,102
309,50499,4,50499,13,839,0,839,1067,85
1006,278226,51,278226,9,839,8,839,914,94
378,90473,4,90473,7,775,0,775,999,81
904,114738,16,114738,10,785,3,785,1117,83
251,51140,21,51140,12,779,5,779,1003,93
384,97530,18,97530,8,800,2,800,914,87
645,80532,11,80532,10,809,6,809,1181,92
756,142301,20,142301,7,810,3,810,995,94
599,102791,8,102791,10,840,3,840,1052,91
252,50481,12,50481,16,822,3,822,1040,103
334,51498,7,51498,10,813,5,813,1000,97
1026,150195,21,150195,12,786,4,786,1087,107
197,32658,3,32658,8,831,4,831,1116,89
837,165083,19,165083,11,830,2,830,957,90
437,87950,18,87950,9,824,4,824,926,76
821,133277,32,133277,13,766,5,766,1015,113
893,175583,26,175583,8,836,1,836,982,98
459,76992,17,76992,10,820,7,820,993,95
880,141808,20,141808,16,829,4,829,1052,88
277,50020,9,50020,8,841,3,841,1076,102
426,57502,11,57502,11,834,9,834,1142,96
280,36557,16,36557,12,786,2,786,1184,90
467,69893,7,69893,11,795,3,795,1010,91
276,35576,7,35576,17,812,4,812,1146,94
1150,273269,53,273269,10,803,2,803,965,95
576,71427,5,71427,15,795,2,795,1256,89
289,59062,7,59062,14,790,3,790,1051,94
787,151350,20,151350,17,799,4,799,973,93
446,80140,6,80140,11,807,4,807,1064,99
815,115420,20,115420,13,811,6,811,1175,107
2068,494983,52,494983,9,769,3,769,973,86
