source,target
0,5115
1,8673
2,11221
3,11177
4,14738
5,15072
6,10601
7,14376
8,15073
9,15013
10,12463
11,13286
12,5175
13,14955
14,11809
15,15057
16,256
17,2259
18,5539
19,11878
19,12085
20,13781
21,13513
22,14824
22,13966
23,13371
24,14913
25,8806
26,13457
27,14998
28,14664
29,15063
30,14398
31,14535
32,15083
33,14959
34,15089
35,5966
36,6694
37,12403
38,14553
39,12967
40,11575
41,14991
42,12589
43,13972
44,15091
45,12009
46,4486
47,15062
48,15095
49,14116
50,12872
51,14892
52,15084
53,13070
54,9839
55,15091
56,12362
57,14713
58,8937
59,11212
60,11465
61,14785
62,13112
63,6107
64,15016
65,13555
66,15066
67,13974
68,14945
69,14096
70,12781
71,14687
72,14744
73,14763
73,15162
74,15073
75,13939
76,12263
77,15027
78,14971
79,14918
80,14825
81,15067
81,15246
82,5713
83,14564
84,13053
85,13593
86,11743
87,15045
88,14088
89,13723
90,14402
91,14381
92,9362
93,14446
94,14173
95,5089
96,14397
97,15100
98,14326
99,15069
100,12081
101,11834
101,15253
102,9373
103,13807
104,12488
105,12321
106,15003
107,11059
108,14714
109,3273
110,10174
111,13710
112,14696
113,15041
114,15052
115,13423
116,15066
116,14120
117,12149
118,15088
119,6516
120,13760
121,12599
122,13991
123,15081
124,14599
125,14811
126,15019
127,14114
128,7187
129,14862
130,12582
131,14287
132,6205
133,15041
134,15085
135,12103
136,14975
137,15096
138,10145
138,15106
139,12378
140,14350
141,14646
142,13276
143,15045
144,12667
145,1570
146,13455
147,15090
148,14934
149,13420
150,14041
151,15087
152,14205
153,14611
154,4446
155,14588
156,14084
157,15067
158,13709
158,14890
159,15068
160,14163
161,13734
162,15100
162,14426
163,3003
164,15063
165,10799
166,15058
166,14081
166,15333
167,14177
168,11269
169,14709
170,14502
171,8971
172,15087
173,15097
174,14743
175,11328
176,15035
177,14803
178,13461
179,9644
180,10661
181,15008
182,12774
183,13536
184,11969
185,11802
186,14902
187,13906
188,14043
189,12577
190,14675
191,14243
192,15066
193,11115
194,14908
195,14791
196,8056
197,13606
198,13938
199,15046
200,1079
201,13803
202,14113
203,14758
204,7772
205,15070
206,14918
207,14991
208,13471
209,1988
210,14887
211,14805
212,12946
213,14884
214,6848
214,15231
215,14039
216,1841
217,14985
218,14795
219,15044
220,15091
221,13575
221,15171
222,15093
222,15334
223,14820
224,14792
225,12672
226,11803
227,15038
228,1907
229,14901
230,10193
231,14324
232,1848
233,14296
234,13796
235,10600
236,15079
237,14087
238,12227
239,7374
240,15082
241,14430
242,10890
243,13749
244,14579
245,14636
246,8263
247,14031
248,5417
249,15023
250,15084
251,15097
252,15097
253,12851
254,12684
255,13948
257,13539
258,14578
259,15089
260,15063
261,12106
262,8622
262,15353
263,14973
264,14171
265,11477
266,13138
267,9713
268,12271
269,8092
270,8524
271,6964
272,15035
273,15013
274,4982
275,10176
276,14989
276,15234
277,13881
278,11929
279,5991
279,14321
280,7602
281,12759
282,14707
283,14965
284,9153
285,1810
286,13822
287,14084
288,14922
289,13929
290,14641
291,14076
292,13892
293,14951
294,14050
295,9723
296,15088
297,13316
298,7050
299,15100
300,14431
300,14090
301,14887
302,12537
303,14767
304,15094
305,14652
306,4130
307,15070
308,14516
309,10575
310,14871
311,14416
312,13904
313,14564
314,13958
315,9394
315,15217
316,13702
317,14844
318,14717
319,14971
320,14408
321,15027
322,14586
323,14830
