ID1,ID2,Distance
N6237|5507|0.726871,N6240|5409|0.28784,0.0142907
N6495|10586|0.260939,N6494|5349|0.128853,0.011755
N6237|5507|0.726871,N6238|10136|0.032782,0.0142869
N6237|5507|0.726871,N6235|7225|0.586718,0.0117434
N5979|3591|0.483105,N5978|7544|0.128401,0.0134502
N5979|3591|0.483105,N5977|4977|0.279367,0.0134385
N5979|3591|0.483105,N5980|3074|0.31005,0.0134634
N6415|15350|0.184124,N6418|8542|0.028864,0.0126134
N6180|2763|0.15777,N6181|10407|0.53046,0.00585058
N6415|15350|0.184124,N6412|4872|0.141386,0.00669455
N6415|15350|0.184124,N6417|13117|0.817752,0.0117607
N6415|15350|0.184124,N6413|4875|0.944867,0.000832564
N6415|15350|0.184124,N6414|13878|0.901171,0.00166776
N6014|7220|0.070634,N6013|15067|0.081797,0.00250055
N6293|14423|0.694668,N6294|1780|0.702572,0.00417108
N6598|6403|0.053672,N6599|13440|0.320536,0.0142907
N6464|14448|0.029766,N6463|5162|0.133222,0.00753328
N6598|6403|0.053672,N6600|3024|0.985584,0.0117666
N6051|11733|0.404263,N6050|6660|0.892915,0.0109381
N6051|11733|0.404263,N6049|7238|0.669127,0.0117522
N6051|11733|0.404263,N6048|12605|0.444673,0.0143292
N6298|5415|0.10575,N6299|8932|0.687095,0.00333519
N6268|10584|0.862969,N6267|5872|0.946346,0.0083668
N6039|10046|0.854771,N6040|13708|0.21101,0.00333301
N6039|10046|0.854771,N6038|4916|0.496132,0.00837084
N6020|8123|0.651993,N6019|8059|0.351719,0.00333843
N6150|4774|0.236213,N6152|7413|0.988625,0.00836892
N6150|4774|0.236213,N6151|10894|0.164884,0.0117959
N6150|4774|0.236213,N6159|14901|0.273013,0.0134995
N6460|4760|0.175884,N6459|8620|0.763366,0
N6169|11096|0.523367,N6168|10176|0.56757,0
N5978|7544|0.128401,N5977|4977|0.279367,0.0117463
N5978|7544|0.128401,N5980|3074|0.31005,0.0100695
N5978|7544|0.128401,N5981|8411|0.005439,0.0134502
N5978|7544|0.128401,N5982|12014|0.275953,0.0125893
N6120|15290|0.685546,N6119|15005|0.905871,0.00755376
N6120|15290|0.685546,N6117|9638|0.799899,0.00923023
N6120|15290|0.685546,N6118|8042|0.371426,0.010082
N6120|15290|0.685546,N6121|4075|0.346115,0.00925789
N6120|15290|0.685546,N6116|10920|0.747403,0.00669716
N6522|1768|0.017251,N6521|9502|0.983698,0.0143179
N6503|6141|0.820224,N6501|7818|0.160839,0.0100846
N6503|6141|0.820224,N6502|11122|0.950976,0.0100821
N6307|10201|0.158259,N6309|9105|0.983355,0.0126217
N6307|10201|0.158259,N6308|11967|0.377907,0.0134633
N6344|12899|0.024147,N6343|8239|0.931577,0.0143248
N6458|11803|0.909312,N6457|4986|0.066292,0.00671327
N6330|13910|0.585362,N6331|10307|0.9837,0
N6350|2355|0.268333,N6351|10507|0.818998,0.0075281
N6428|13937|0.449284,N6427|12253|0.727895,0.0058502
N6611|8021|0.280548,N6609|14827|0.066274,0.0134797
N6399|4664|0.873267,N6398|13236|0.522972,0.0126106
N6191|13383|0.917604,N6192|8738|0.444254,0.00333498
N6225|12334|0.408881,N6224|5941|0.181037,0.00501343
N6028|11389|0.806707,N6027|3380|0.828836,0.000832572
N6163|6156|0.1374,N6164|11748|0.583133,0.00836513
N6305|6606|0.752249,N6302|11914|0.525521,0.0109099
N6028|11389|0.806707,N6029|6556|0.604161,0.00166535
N6027|3380|0.828836,N6029|6556|0.604161,0.000832782
N6408|2549|0.695851,N6409|5571|0.518924,0.0126107
N5939|6752|0.757972,N5940|6994|0.620666,0.00752813
N5939|6752|0.757972,N5937|8467|0.631966,0.0135199
N5939|6752|0.757972,N5936|6154|0.916643,0.0117952
N6578|13486|0.141835,N6579|12925|0.757385,0.013469
N5968|5027|0.813905,N5969|7962|0.861335,0.0083628
N6275|1827|0.566617,N6272|13598|0.364901,0.0117543
N5977|4977|0.279367,N5980|3074|0.31005,0.010925
N5977|4977|0.279367,N5981|8411|0.005439,0.0134558
N6275|1827|0.566617,N6276|14699|0.141485,0.000831779
N6549|2941|0.29209,N6548|3718|0.897378,0.0109546
N5977|4977|0.279367,N5982|12014|0.275953,0.0143073
N5980|3074|0.31005,N5981|8411|0.005439,0.0109225
N5980|3074|0.31005,N5982|12014|0.275953,0.0134687
N5932|1938|0.759982,N5933|5972|0.431566,0.0117548
N6442|13066|0.495645,N6443|11200|0.377364,0.00083178
N5955|14720|0.851659,N5956|7032|0.078031,0.00584946
N5955|14720|0.851659,N5953|8888|0.747628,0.0143075
N5955|14720|0.851659,N5957|13390|0.873414,0.0126147
N5955|14720|0.851659,N5958|8963|0.834545,0.0143174
N6572|4100|0.079668,N6571|6838|0.342223,0.0126031
N6447|9337|0.882692,N6448|9719|0.390742,0.0092163
N6550|4074|0.809245,N6551|9429|0.632993,0.00837252
N6550|4074|0.809245,N6553|12973|0.913645,0.00921616
N5981|8411|0.005439,N5982|12014|0.275953,0.0134685
N6272|13598|0.364901,N6276|14699|0.141485,0.0109126
N6565|10482|0.431832,N6567|8046|0.309019,0.0126032
N6071|4912|0.818971,N6069|6211|0.910602,0.0126216
N6071|4912|0.818971,N6070|5591|0.642162,0.00585066
N6374|10103|0.360119,N6375|3401|0.641733,0.00669603
N6250|13496|0.167827,N6249|6948|0.367958,0.001665
N6472|7810|0.077719,N6471|14018|0.881994,0.00166775
N6472|7810|0.077719,N6470|6441|0.836958,0.011755
N6465|2846|0.312048,N6468|2934|0.24604,0.0125954
N6465|2846|0.312048,N6469|2407|0.252302,0.0134409
N6465|2846|0.312048,N6463|5162|0.133222,0.0134332
N6472|7810|0.077719,N6473|5814|0.429105,0.00250124
N6465|2846|0.312048,N6466|6484|0.613338,0.0126079
N6472|7810|0.077719,N6474|3764|0.597526,0.0134459
N6575|15272|0.374523,N6574|12827|0.495521,0.00752165
N6575|15272|0.374523,N6573|11725|0.345124,0.00921684
N6440|7685|0.127507,N6436|4424|0.69218,0.0143648
N6440|7685|0.127507,N6437|6164|0.035123,0.0134734
N6270|12652|0.872299,N6269|1784|0.063431,0.00250056
N6597|3140|0.112661,N6596|12879|0.2133,0.000832564
N5950|7395|0.972045,N5949|10631|0.35097,0.00333277
N5956|7032|0.078031,N5953|8888|0.747628,0.0143088
N5956|7032|0.078031,N5957|13390|0.873414,0.0126033
N5956|7032|0.078031,N5958|8963|0.834545,0.0143128
N5937|8467|0.631966,N5936|6154|0.916643,0.00166775
N6044|12970|0.353412,N6045|5673|0.90214,0.00668322
N6436|4424|0.69218,N6437|6164|0.035123,0.00922406
N6412|4872|0.141386,N6417|13117|0.817752,0.0117944
N6412|4872|0.141386,N6413|4875|0.944867,0.00754109
N6412|4872|0.141386,N6414|13878|0.901171,0.00839036
N6273|12053|0.531378,N6274|14689|0.296742,0.0125972
N6273|12053|0.531378,N6271|3139|0.624948,0.0108999
N6273|12053|0.531378,N6275|1827|0.566617,0.0125944
N6273|12053|0.531378,N6272|13598|0.364901,0.00752971
N6273|12053|0.531378,N6276|14699|0.141485,0.0117513
N6380|5559|0.575,N6381|2879|0.669989,0.0100979
N5985|2800|0.060013,N5984|13507|0.771072,0.0143062
N6119|15005|0.905871,N6117|9638|0.799899,0.0083794
N6363|1801|0.282052,N6364|11988|0.924382,0.00921884
N6119|15005|0.905871,N6118|8042|0.371426,0.0109405
N6302|11914|0.525521,N6304|10200|0.212171,0.00920897
N6119|15005|0.905871,N6121|4075|0.346115,0.00840567
N6119|15005|0.905871,N6116|10920|0.747403,0.00754119
N6570|10958|0.227787,N6571|6838|0.342223,0.0109047
N6544|13889|0.097054,N6543|13425|0.141585,0.00501406
N6417|13117|0.817752,N6413|4875|0.944867,0.0126134
N6417|13117|0.817752,N6414|13878|0.901171,0.0134689
N6417|13117|0.817752,N6409|5571|0.518924,0.0134812
N6258|14973|0.188977,N6257|7251|0.836881,0.0134648
N6042|12148|0.062881,N6043|3825|0.663233,0.00500955
N6064|8728|0.90335,N6057|4376|0.537119,0.014323
N5959|7894|0.066138,N5957|13390|0.873414,0.0109138
N5959|7894|0.066138,N5958|8963|0.834545,0.00753223
N6368|6709|0.930041,N6367|13758|0.084765,0.0109405
N6368|6709|0.930041,N6369|6280|0.078764,0.0134646
N6136|5210|0.20246,N6135|2760|0.636212,0.010082
N6438|5608|0.708201,N6439|8360|0.275255,0.0142974
N6091|12646|0.973593,N6092|3310|0.565099,0.00921137
N6438|5608|0.708201,N6436|4424|0.69218,0.0126222
N6468|2934|0.24604,N6463|5162|0.133222,0.0125835
N6438|5608|0.708201,N6437|6164|0.035123,0.0100567
N6439|8360|0.275255,N6436|4424|0.69218,0.0117523
N6439|8360|0.275255,N6437|6164|0.035123,0.0126067
N6552|12658|0.817613,N6553|12973|0.913645,0.00923014
N6060|4034|0.659545,N6058|4721|0.948811,0.00669694
N5953|8888|0.747628,N5954|13860|0.844696,0.000832818
N6060|4034|0.659545,N6059|12207|0.716608,0.00585795
N5953|8888|0.747628,N5957|13390|0.873414,0.0134565
N6060|4034|0.659545,N6064|8728|0.90335,0.0142948
N5954|13860|0.844696,N5957|13390|0.873414,0.0143077
N6060|4034|0.659545,N6057|4376|0.537119,0.0117956
N6002|11307|0.844831,N6001|11863|0.141631,0.0143163
N6181|10407|0.53046,N6183|13720|0.195477,0.0143141
N6002|11307|0.844831,N6003|6754|0.93444,0.00754119
N6359|13457|0.034149,N6358|8126|0.934458,0.00417101
N6359|13457|0.034149,N6360|2467|0.258992,0.0134804
N6484|9664|0.432531,N6485|15159|0.268974,0.0134535
N6484|9664|0.432531,N6483|10143|0.194278,0.00669699
N6484|9664|0.432531,N6488|14285|0.265694,0.0143278
N6484|9664|0.432531,N6486|6463|1.95E-4,0.0134837
N6484|9664|0.432531,N6487|5100|0.598459,0.0134837
N6217|7784|0.160517,N6216|1496|0.028464,0.00500956
N6217|7784|0.160517,N6218|6002|0.175329,0.00500671
N6217|7784|0.160517,N6220|2778|0.084594,0.0126034
N6217|7784|0.160517,N6219|9461|0.819381,0.00500841
N6172|6001|0.244836,N6171|6313|0.133051,0.0126085
N6254|7575|0.429412,N6255|10633|0.529643,0.00922315
N6210|9556|0.559398,N6211|6541|0.437873,0.00753217
N5973|13421|0.109058,N5972|14426|0.762985,0.000832567
N6159|14901|0.273013,N6157|4917|0.005676,0.0058507
N6159|14901|0.273013,N6135|2760|0.636212,0.0143408
N6159|14901|0.273013,N6156|2000|0.095833,0.00668765
