Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,CN Out-of-care,CN Susceptible,CN Treated chronic,CN Untreated chronic,SN Untreated acute,SN Treated acute,CN Untreated acute,CN Treated acute
0,0,1,733,0,733,0,143,0,143,"[5751, 1344, 14898, 4349, 11992, 816, 5549, 3592, 5125, 6889, 4266, 9188, 1407, 250, 11796, 4190, 12446, 2023, 13065, 4064, 10933, 13970, 11048, 14577, 13830, 14636, 13810, 10160, 8126, 373, 9962, 10133, 5606, 9149, 8465, 9423, 8264, 840, 9358, 12938, 198, 14899, 2938, 6391, 10241, 7337, 4260, 12442, 576, 11504, 3800, 14083, 13464, 4578, 5377, 646, 1802, 9595, 5000, 13136, 3160, 14183, 11009, 7360, 13763, 14199, 14272, 12903, 14438, 14743, 15092, 15044, 8070, 14110, 14994, 14774, 13813, 13300, 12064, 10127, 12853, 4952, 14764, 14956, 7501, 5405, 13471, 14588, 11485, 6881, 13766, 15083, 14471, 14787, 13929, 14630, 6747, 14114, 15085, 15000, 14273, 14813, 6201, 10971, 12000, 14614, 3747, 14778, 15016, 14889, 14143, 15056, 14964, 15064, 11561, 14979, 11143, 15041, 13461, 14853, 14411, 14012, 13226, 13924, 12051, 12874, 14789, 14417, 14234, 11615, 14100, 14907, 3388, 13118, 14219, 13254, 14269, 14191, 13615, 14968, 14716, 11969, 13802, 15054, 7665, 3351, 14741, 12191, 13925, 14188, 4210, 13495, 15081, 12252, 10940, 14823, 6643, 15061, 12309, 13545, 13398, 11879, 13539, 12052, 5609, 15087, 9927, 12319, 10995, 14713, 15032, 15051, 14971, 13283, 14034, 9040, 14796, 15033, 13911, 9265, 9182, 13251, 13352, 12260, 14980, 12838, 15078, 14992, 9021, 9194, 15091, 11582, 12699, 12510, 13986, 6659, 8456, 12591, 7731, 10227, 15005, 15023, 14932, 3214, 10900, 13107, 1635, 12900, 15070, 1686, 12610, 15014, 13826, 14915, 12885, 11379, 11677, 10812, 11672, 14413, 13429, 14480, 937, 14901, 12849, 9541, 15071, 14861, 8337, 14687, 13562, 11528, 14990, 14089, 9829, 14848, 14690, 15053, 12523, 14007, 10066, 11981, 15089, 14829, 10870, 14038, 14953, 7993, 9561, 12517, 14863, 15098, 14444, 11691, 15096, 2479, 12217, 14967, 11282, 12578, 14357, 5348, 14257, 1799, 10754, 14076, 13868, 14067, 14868, 1627, 5161, 12405, 13782, 15035, 15031, 10890, 7719, 13643, 11972, 5760, 2861, 11513, 13324, 9947, 14050, 8908, 4734, 5621, 11361, 14669, 13778, 14715, 13249, 12735, 11707, 9316, 10823, 2843, 9338, 8716, 14963, 13318, 4320, 14890, 12962, 15080, 12522, 14466, 14722, 8276, 13266, 11311, 14957, 14745, 13369, 14491, 11675, 6815, 14395, 14189, 14943, 14607, 12572, 14462, 15026, 15094, 13524, 5969, 14763, 15010, 11204, 12396, 9124, 12890, 12026, 7815, 12933, 10592, 10244, 11908, 14299, 15086, 12463, 9590, 15213, 12664, 15088, 8403, 11634, 14938, 14710, 15093, 14157, 14190, 15052, 13071, 14749, 14879, 7183, 7567, 11965, 12630, 6463, 9654, 15043, 12816, 11751, 12073, 12382, 11137, 15075, 14528, 13565, 11247, 8949, 13567, 8318, 14974, 14965, 13784, 12283, 14973, 14719, 15015, 7749, 11326, 7191, 12702, 14124, 14166, 11324, 15008, 14473, 14767, 8598, 4835, 12948, 14856, 13386, 13903, 12229, 14205, 14212, 14873, 14825, 9846, 14529, 14942, 7715, 14833, 8480, 7087, 14987, 8173, 14905, 15090, 15063, 12558, 14870, 14857, 732, 14248, 14827, 10722, 14453, 9695, 15099, 14203, 10965, 13792, 4444, 15018, 14414, 14563, 8200, 14969, 11977, 12507, 15040, 11635, 10657, 13987, 13410, 13712, 14746, 15055, 841, 14375, 14664, 13456, 13308, 14869, 5163, 14946, 14176, 12977, 15057, 14544, 14125, 14742, 12968, 14508, 11418, 14335, 14739, 1378, 10239, 14289, 14306, 9059, 4242, 13327, 11694, 15045, 13556, 14919, 14132, 13823, 9979, 13700, 14867, 14903, 15079, 1869, 15009, 11547, 12780, 14099, 13202, 14250, 14405, 14916, 14798, 14864, 13806, 14193, 14921, 15046, 14978, 12076, 11203, 8242, 10876, 14354, 14052, 13890, 9736, 13201, 9372, 14688, 7474, 15097, 13336, 7393, 14858, 14933, 14783, 11062, 14200, 8866, 14803, 9908, 13631, 11601, 9391, 10515, 14924, 12169, 9459, 12585, 15039, 14346, 8798, 13335, 13797, 12605, 14167, 13859, 14384, 12203, 14904, 6527, 15095, 14324, 14805, 5002, 14538, 13769, 13992, 11558, 12971, 12445, 9721, 9823, 7874, 15084, 13850, 9812, 14999, 14871, 12230, 5291, 14960, 14732, 15073, 11511, 11263, 14926, 13962, 14010, 14826, 12525, 14331, 12582, 15030, 13871, 11336, 11849, 14514, 13703, 10437, 13083, 8790, 14141, 14988, 13030, 14644, 13581, 14936, 4854, 13789, 6966, 7954, 14759, 11355, 13098, 14321, 11454, 8183, 3701]","[15197, 8398, 7401, 7010, 3385, 5013, 6056, 9657, 2338, 2540, 9920, 6684, 12954, 6995, 9344, 1923, 12150, 3890, 4961, 3547, 2669, 3681, 6357, 5253, 7906, 6268, 12173, 6056, 9315, 4846, 251, 907, 4983, 9603, 2407, 129, 12423, 9277, 2629, 10012, 7272, 4500, 14858, 13451, 9963, 307, 12465, 14192, 7518, 3123, 5038, 7519, 6348, 7006, 13772, 7168, 3601, 1665, 308, 12069, 8335, 358, 11888, 11093, 12411, 10404, 11266, 13204, 14510, 4063, 8878, 12144, 15121, 14251, 10284, 13461, 11271, 12534, 5031, 14911, 6964, 12772, 7023, 8495]",275,65,324,132,85,47,26,19,19,13,0,0,0,0
