SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
1065,136529,17,136529,19,845,7,845
454,92893,19,92893,10,819,1,819
1077,152615,18,152615,11,818,4,818
643,111392,12,111392,13,788,5,788
781,167559,29,167559,9,811,3,811
1301,185757,58,185757,20,824,2,824
693,73027,18,73027,18,860,4,860
264,36142,4,36142,11,824,3,824
1730,243479,42,243479,22,730,5,730
623,66903,7,66903,20,774,2,774
1496,223149,53,223149,16,842,5,842
1277,131691,54,131691,9,805,4,805
569,119066,21,119066,9,829,6,829
389,48776,7,48776,8,830,5,830
472,69283,7,69283,14,853,5,853
304,57387,9,57387,19,802,0,802
201,41705,8,41705,14,785,6,785
445,65363,10,65363,15,829,10,829
602,62231,18,62231,14,771,3,771
525,94674,26,94674,14,794,5,794
473,67702,16,67702,15,760,4,760
581,78658,16,78658,14,795,3,795
349,48549,10,48549,18,819,3,819
399,70314,14,70314,15,744,8,744
676,61370,4,61370,16,812,3,812
820,83302,26,83302,23,763,2,763
229,36034,4,36034,16,847,2,847
943,131812,17,131812,18,832,7,832
249,47038,9,47038,12,786,5,786
356,43100,5,43100,18,807,7,807
2643,381575,55,381575,13,795,5,795
541,76579,10,76579,10,805,0,805
533,102372,23,102372,11,829,3,829
751,131288,22,131288,11,824,2,824
777,102676,18,102676,20,785,1,785
956,131002,28,131002,12,759,3,759
625,90733,32,90733,17,795,3,795
611,86424,15,86424,12,766,3,766
428,79534,11,79534,10,777,3,777
639,111370,24,111370,16,815,5,815
204,40844,8,40844,13,798,3,798
809,91165,21,91165,21,778,3,778
487,84821,13,84821,11,828,6,828
2523,334609,58,334609,19,749,4,749
166,38525,11,38525,10,825,1,825
507,76628,11,76628,14,818,4,818
444,69479,11,69479,6,807,4,807
498,75906,16,75906,19,830,2,830
201,39657,5,39657,14,805,5,805
428,57117,12,57117,20,830,4,830
627,102016,14,102016,6,828,2,828
798,89952,25,89952,10,831,3,831
314,50907,7,50907,19,817,3,817
1197,196837,43,196837,12,814,5,814
396,65136,7,65136,14,799,0,799
1900,219340,55,219340,14,805,4,805
468,75691,4,75691,17,852,3,852
1433,213398,28,213398,20,830,4,830
799,113120,32,113120,16,868,6,868
846,87826,7,87826,22,809,2,809
941,100208,18,100208,11,755,4,755
486,77075,10,77075,12,779,4,779
214,35195,2,35195,9,835,2,835
393,61092,15,61092,15,785,3,785
444,49143,14,49143,14,837,4,837
997,148447,38,148447,15,834,5,834
1038,138726,19,138726,10,792,6,792
909,124283,17,124283,18,787,2,787
1165,179378,24,179378,20,819,7,819
552,86812,11,86812,12,816,5,816
361,39779,11,39779,16,805,5,805
418,69944,16,69944,17,799,3,799
2510,195059,46,195059,19,803,4,803
731,135877,34,135877,12,770,1,770
414,66120,15,66120,11,817,3,817
1035,140594,10,140594,10,794,3,794
626,64702,13,64702,14,773,2,773
669,82794,10,82794,15,836,6,836
986,114381,24,114381,12,760,5,760
410,55687,11,55687,10,868,0,868
1314,233332,30,233332,16,784,0,784
939,133467,9,133467,13,745,4,745
368,70343,13,70343,17,849,4,849
498,63273,3,63273,13,801,0,801
483,84807,18,84807,8,790,6,790
298,52793,13,52793,11,787,5,787
934,145522,15,145522,8,832,3,832
