Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Untreated acute,CN Out-of-care,CN Susceptible,CN Treated chronic,CN Untreated chronic,SN Treated acute,CN Untreated acute,CN Treated acute
0,0,2,567,0,567,2,152,0,152,"[1655, 11745, 3341, 8170, 3724, 11176, 7824, 7522, 2130, 10132, 12903, 3394, 4903, 5259, 6243, 7421, 10798, 4459, 2257, 4502, 11180, 46, 4916, 10175, 6416, 6342, 12572, 14895, 10080, 12855, 14156, 2595, 5832, 15149, 8265, 8542, 13719, 9281, 9721, 17, 7499, 10293, 12757, 4614, 7410, 7675, 6913, 14437, 6905, 4704, 13908, 5732, 9182, 4163, 1605, 1853, 10369, 614, 9485, 5409, 8507, 9378, 15101, 15028, 15084, 13994, 14916, 10724, 6837, 13167, 14523, 14977, 13748, 13810, 7606, 14820, 8446, 11135, 8020, 14666, 13154, 12609, 11426, 11979, 14512, 12933, 11962, 12773, 11725, 13149, 7292, 15039, 15065, 14236, 14446, 13274, 13288, 15038, 13234, 13663, 15071, 7570, 14614, 14415, 14206, 15019, 9491, 13761, 13067, 12560, 12516, 15079, 14315, 14605, 11685, 9614, 12619, 15017, 14940, 12409, 14972, 6293, 14322, 13947, 14577, 12567, 12841, 15045, 15097, 12692, 13323, 4600, 11696, 12267, 12864, 10298, 14550, 15081, 8477, 15077, 9700, 14617, 15100, 11770, 11918, 14125, 11323, 14348, 11242, 11658, 9630, 12565, 7392, 10251, 14496, 13981, 5986, 13601, 14985, 8606, 15012, 7629, 14010, 15089, 5575, 11811, 14591, 14656, 12275, 5966, 14931, 13346, 15091, 15046, 14189, 14816, 14638, 11839, 3406, 12199, 13987, 15075, 13777, 2965, 15298, 14067, 9557, 15099, 4835, 6964, 10808, 15049, 7476, 14139, 12804, 11884, 14902, 12570, 10940, 10877, 11502, 10689, 11551, 9211, 15054, 15047, 14454, 7145, 4057, 8164, 13120, 13772, 9396, 12901, 15060, 7730, 4687, 8472, 12694, 11224, 13428, 14544, 9448, 14881, 7836, 12628, 13139, 14868, 9992, 11868, 14578, 15098, 13439, 14406, 12285, 14744, 5990, 14639, 14545, 14952, 938, 14962, 13696, 14188, 9727, 14843, 13989, 10993, 14762, 14950, 14797, 14074, 15058, 13710, 14729, 14986, 13907, 15027, 14561, 14000, 14899, 13389, 15062, 14864, 14712, 15064, 11763, 3861, 13247, 13591, 13181, 11862, 5624, 14923, 15048, 4075, 9941, 14169, 10911, 15055, 13099, 13900, 14892, 15078, 14722, 3371, 15016, 9518, 15085, 15067, 9359, 14735, 15094, 12390, 14226, 14680, 13929, 9813, 14966, 13638, 9366, 5609, 15024, 15053, 6057, 14058, 14658, 11968, 14221, 4479, 12244, 13654, 12701, 14153, 13124, 4537, 14870, 14465, 13575, 12647, 15087, 10991, 14991, 14233, 14581, 13526, 7004, 14434, 14066, 13351, 10897, 10560, 15092, 14779, 14314, 14877, 15095, 13872, 14848, 14845, 8115, 14064, 15036, 15063, 13334, 7209, 15040, 10805, 14927, 13131, 11724, 9755, 11980, 13554, 9063, 11815, 12553, 14507, 14274, 14928, 13392, 7804, 15093, 9998, 15056, 12820, 12391, 11564, 2772, 5423, 6644, 1132, 14766, 3492, 9070, 14276, 15020, 14823, 12066, 6084, 12369, 11851, 14893, 15006, 9053, 7922, 12411, 13737, 14869, 11973, 8291, 13803, 8765, 14631, 11795, 11806, 3963, 14803, 15080, 14861, 14690, 12691, 11152, 12939, 11052, 14166, 10441, 15011, 13768, 13003, 10980, 11236, 5662, 15076, 14575, 13914, 14994, 13360, 14082, 15007, 5985, 13316, 14960, 15035, 10922, 13561, 6672, 13946, 14477, 7342, 2738, 14988, 14573, 12268, 14840, 15086, 15083, 14623, 13926, 14992, 8365, 1769, 14321, 14168, 10526, 13097, 7333, 14951, 12689, 5209, 12494, 9419, 14842, 9954, 14452, 11233, 14963, 14945, 15220, 11196, 14801, 7827, 15031, 13487, 11878, 14536, 14609, 3774, 14625, 10815, 12936, 10252, 13199, 6313, 9121, 14324, 13752, 10319, 13230, 14796, 12294, 13098, 13570, 14632, 1514, 14171, 10585, 13652, 14696, 14851, 3304, 14399, 6923, 12540, 12893, 3623, 13044, 14812, 14007, 8762, 12668, 13820, 13528, 7735, 13508, 14767, 12125, 6404, 9427, 14457, 69, 15037, 11000, 13944, 14350, 12197, 13736, 14447, 15390, 14976, 15051, 2267, 9060, 14726, 14959, 12984, 5772, 9253, 14860, 14749, 14242, 15061, 3431, 9891, 14027, 1265, 1270, 11981, 13788, 13545, 4316, 14776, 13517, 14826, 6378, 13733, 13799, 14839, 14238, 5774, 996, 15001, 13707, 13565, 12685, 1496, 14852, 15050, 14938, 13666, 10275, 14298, 12479, 14191, 14764, 13871, 11641, 12663, 14467, 13955, 12194, 13604, 12413, 14967, 14017, 8153, 13361, 11386, 13352, 14709, 14914, 14254, 14197, 13442, 7548, 9409, 14649, 6364, 15005, 14978, 4676, 15073, 4919, 12979, 14784, 13220, 14702, 11610, 13801, 13764, 12851, 13765]","[8519, 5202, 13234, 11795, 2883, 6750, 2745, 7404, 810, 7416, 13219, 11930, 12313, 1447, 13330, 12310, 10188, 9604, 10435, 9064, 6936, 4428, 10226, 13460, 10014, 11923, 736, 7391, 3242, 6337, 3059, 9874, 13915, 9097, 13793, 13419, 8335, 4841, 9262, 4230, 4373, 12815, 7150, 11824, 14150, 9122, 5493, 13336, 12855, 3789, 10600, 6034, 1533, 5076, 11095, 8213, 6160, 9720, 4, 14395, 9766, 3047, 14690, 14802, 13397, 9736, 13596, 6816, 10331, 14706, 9529, 13425, 8909, 2489, 8051, 8848, 4173, 2023, 9013, 8936, 14668, 15048, 12237, 11628, 11850, 10357, 8140, 14510, 13086, 14248, 11750, 11905, 2433, 13985, 15274, 8648, 7008, 6921, 8957]",253,77,345,124,78,44,2,41,22,20,13,0,0,0
