SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
674,136529,27,136529,11,845,5,845
382,92893,16,92893,15,819,4,819
1136,152615,32,152615,11,818,3,818
654,111392,15,111392,10,788,1,788
691,167559,21,167559,8,811,2,811
741,185757,40,185757,8,824,3,824
478,73027,13,73027,22,860,1,860
221,36142,15,36142,14,824,2,824
810,243479,27,243479,9,730,6,730
414,66903,10,66903,20,774,2,774
1313,223149,35,223149,5,842,4,842
591,131691,22,131691,14,805,4,805
802,119066,13,119066,12,829,0,829
218,48776,5,48776,10,830,2,830
375,69283,17,69283,10,853,1,853
312,57387,11,57387,10,802,8,802
279,41705,2,41705,17,785,0,785
387,65363,4,65363,11,829,3,829
481,62231,8,62231,12,771,5,771
730,94674,11,94674,15,794,3,794
465,67702,8,67702,8,760,2,760
616,78658,10,78658,13,795,3,795
317,48549,3,48549,12,819,2,819
432,70314,14,70314,12,744,1,744
297,61370,9,61370,7,812,6,812
603,83302,20,83302,11,763,4,763
265,36034,3,36034,15,847,2,847
670,131812,12,131812,11,832,3,832
411,47038,9,47038,11,786,6,786
261,43100,3,43100,10,807,5,807
3217,381575,46,381575,10,795,4,795
371,76579,9,76579,8,805,0,805
634,102372,11,102372,24,829,3,829
716,131288,8,131288,12,824,3,824
676,102676,7,102676,10,785,2,785
606,131002,14,131002,11,759,2,759
449,90733,21,90733,9,795,3,795
489,86424,7,86424,10,766,3,766
390,79534,10,79534,9,777,8,777
896,111370,17,111370,22,815,3,815
212,40844,5,40844,11,798,3,798
568,91165,11,91165,6,778,2,778
494,84821,23,84821,8,828,6,828
1544,334609,66,334609,10,749,5,749
230,38525,5,38525,16,825,4,825
594,76628,14,76628,19,818,3,818
339,69479,13,69479,11,807,2,807
343,75906,13,75906,5,830,4,830
199,39657,1,39657,6,805,3,805
186,57117,8,57117,11,830,1,830
731,102016,19,102016,12,828,3,828
701,89952,12,89952,9,831,3,831
295,50907,4,50907,10,817,2,817
1059,196837,22,196837,9,814,7,814
253,65136,6,65136,14,799,7,799
1269,219340,50,219340,10,805,3,805
448,75691,17,75691,7,852,0,852
1494,213398,51,213398,15,830,3,830
646,113120,19,113120,10,868,3,868
428,87826,19,87826,8,809,9,809
395,100208,14,100208,6,755,5,755
584,77075,7,77075,19,779,3,779
181,35195,3,35195,8,835,1,835
201,61092,9,61092,9,785,4,785
301,49143,6,49143,7,837,1,837
