SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
2403,136529,57,136529,30,845,7,845,1874,156
940,92893,54,92893,24,819,11,819,1639,140
2222,152615,34,152615,30,818,5,818,1680,146
1313,111392,69,111392,29,788,4,788,1594,147
2719,167559,77,167559,21,811,4,811,1654,147
2398,185757,73,185757,29,824,8,824,1565,169
963,73027,29,73027,30,860,8,860,1687,161
412,36142,19,36142,30,824,5,824,1457,165
3357,243479,92,243479,19,730,4,730,1587,142
739,66903,14,66903,24,774,4,774,1460,141
2674,223149,68,223149,22,842,1,842,1591,125
1469,131691,45,131691,27,805,4,805,1551,137
2183,119066,45,119066,30,829,3,829,1735,140
658,48776,17,48776,31,830,9,830,1675,156
761,69283,48,69283,20,853,4,853,1406,148
665,57387,31,57387,31,802,4,802,1607,152
524,41705,17,41705,18,785,4,785,1657,142
1210,65363,22,65363,34,829,2,829,1705,148
955,62231,28,62231,30,771,5,771,1755,150
1325,94674,25,94674,29,794,3,794,1603,135
1275,67702,35,67702,28,760,7,760,1825,153
1230,78658,22,78658,33,795,5,795,1715,144
519,48549,15,48549,16,819,2,819,1500,151
756,70314,14,70314,20,744,1,744,1588,147
688,61370,17,61370,19,812,7,812,1517,149
1425,83302,38,83302,38,763,2,763,1775,149
470,36034,18,36034,26,847,0,847,1555,143
2454,131812,33,131812,43,832,6,832,1972,153
859,47038,8,47038,33,786,6,786,1802,138
585,43100,20,43100,33,807,4,807,1694,146
6954,381575,138,381575,38,795,3,795,1738,152
1326,76579,40,76579,33,805,6,805,1770,155
1338,102372,37,102372,31,829,5,829,1673,145
2582,131288,61,131288,23,824,4,824,1711,142
1824,102676,40,102676,27,785,4,785,1681,162
2009,131002,39,131002,38,759,3,759,1806,136
1676,90733,36,90733,25,795,6,795,1752,159
1321,86424,33,86424,24,766,6,766,1632,154
1001,79534,28,79534,30,777,6,777,1713,178
1260,111370,37,111370,25,815,5,815,1533,147
442,40844,13,40844,23,798,3,798,1557,148
1405,91165,19,91165,32,778,7,778,1755,149
1027,84821,34,84821,20,828,4,828,1638,147
4228,334609,109,334609,31,749,6,749,1731,158
469,38525,15,38525,27,825,3,825,1624,149
1035,76628,37,76628,23,818,5,818,1595,160
1024,69479,20,69479,25,807,7,807,1662,148
782,75906,34,75906,23,830,9,830,1551,166
386,39657,15,39657,15,805,4,805,1431,148
612,57117,25,57117,19,830,6,830,1462,133
1240,102016,25,102016,26,828,5,828,1612,161
1227,89952,42,89952,27,831,8,831,1531,147
583,50907,15,50907,26,817,4,817,1628,142
2168,196837,66,196837,23,814,5,814,1487,153
1090,65136,38,65136,27,799,9,799,1659,158
3989,219340,102,219340,26,805,7,805,1751,152
784,75691,26,75691,27,852,5,852,1490,153
4004,213398,72,213398,32,830,7,830,1752,151
1143,113120,43,113120,18,868,7,868,1531,157
1223,87826,59,87826,31,809,4,809,1709,142
1370,100208,39,100208,26,755,5,755,1586,139
1060,77075,36,77075,31,779,2,779,1637,146
284,35195,27,35195,20,835,4,835,1280,148
728,61092,23,61092,22,785,4,785,1594,143
700,49143,16,49143,25,837,7,837,1667,143
1215,148447,40,148447,19,834,9,834,1509,160
1979,138726,54,138726,23,792,4,792,1594,165
1682,124283,43,124283,26,787,6,787,1646,169
2459,179378,55,179378,24,819,5,819,1543,146
1279,86812,30,86812,25,816,6,816,1662,159
596,39779,13,39779,28,805,5,805,1603,152
1174,69944,32,69944,37,799,4,799,1788,169
2325,195059,78,195059,34,803,9,803,1463,142
