Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Untreated acute,CN Out-of-care,CN Treated chronic,CN Untreated chronic,CN Susceptible,CN Untreated acute,SN Treated acute,CN Treated acute
0,0,1,652,0,652,2,180,1,180,"[10037, 2850, 9428, 1299, 11561, 11763, 14567, 9555, 5526, 9074, 13005, 12882, 5134, 10430, 14177, 3344, 12668, 13406, 7761, 4028, 8693, 12605, 11439, 14251, 6601, 3329, 4499, 15016, 1322, 5783, 9043, 12146, 1433, 5792, 9203, 3698, 8522, 11632, 12422, 8649, 9669, 13387, 8636, 14553, 9973, 2187, 9307, 12937, 3534, 7180, 4161, 6241, 5680, 1828, 7197, 7296, 11072, 9317, 15363, 13630, 1657, 6087, 7404, 14843, 14110, 13946, 14823, 14583, 14900, 14942, 13305, 11629, 6542, 12429, 13000, 14688, 11626, 12558, 14001, 14321, 15003, 14431, 10858, 14330, 12589, 15058, 5687, 7785, 13652, 14345, 7488, 15010, 11822, 14614, 14102, 14967, 13774, 8052, 12019, 12816, 10479, 11288, 15074, 11982, 11683, 15101, 14976, 15053, 14694, 14126, 14108, 7714, 6026, 14931, 12762, 2749, 14530, 8368, 6646, 11250, 14862, 14788, 13551, 13134, 11962, 11858, 14587, 14542, 14218, 13296, 14700, 11868, 6589, 8745, 14841, 12009, 11516, 13586, 11453, 13211, 14897, 13415, 13992, 14793, 14602, 15050, 12480, 7112, 3183, 14562, 3675, 201, 5498, 13123, 14655, 14643, 15032, 15091, 3800, 8054, 14338, 15081, 594, 12100, 7360, 7158, 14093, 14966, 13094, 15096, 15021, 3453, 14679, 13303, 15060, 14263, 15086, 4151, 12970, 13393, 9745, 12216, 12178, 5404, 14222, 12622, 14302, 15022, 8087, 13830, 14711, 14585, 14609, 11427, 10945, 10500, 14083, 11844, 12513, 13857, 14409, 13561, 12197, 14681, 4073, 14958, 15082, 13285, 12572, 9625, 14993, 14410, 3003, 8250, 14198, 13254, 5001, 12992, 4981, 14407, 14265, 15075, 14507, 4565, 14364, 14895, 14987, 6283, 14501, 14786, 6710, 14257, 13706, 14794, 13739, 13054, 12433, 15084, 14112, 14178, 13315, 15044, 14854, 14032, 13599, 7256, 15018, 14743, 5837, 14503, 4778, 14421, 14494, 13570, 14952, 10141, 2176, 4596, 14806, 14730, 7667, 11634, 13906, 14929, 14714, 12262, 14387, 14675, 12063, 2097, 14836, 12977, 12222, 14699, 15062, 9997, 7994, 4632, 14237, 14134, 14921, 12674, 15056, 14197, 3787, 13224, 14955, 13156, 14974, 14753, 13624, 15087, 13314, 14803, 11945, 15072, 12350, 398, 13610, 14196, 9281, 4747, 13936, 14812, 14306, 4657, 9340, 14866, 12830, 15002, 14934, 13699, 14972, 15361, 15041, 2861, 1859, 14677, 12375, 9722, 11705, 14352, 12263, 11139, 12548, 13469, 14303, 8118, 13294, 13465, 12568, 7810, 15025, 14795, 15076, 10694, 15008, 10230, 14185, 11990, 12737, 157, 14930, 6647, 13274, 14840, 9443, 3321, 13559, 12360, 7633, 13732, 14284, 10382, 7394, 8580, 1139, 15093, 9931, 12838, 12077, 14920, 14887, 11194, 11226, 13148, 7066, 14738, 7757, 14205, 15030, 13352, 14064, 14670, 7277, 15089, 15061, 13543, 13311, 10603, 13301, 11794, 14774, 13729, 15014, 15064, 13129, 14984, 13680, 13918, 9468, 13619, 7266, 9315, 13141, 13594, 14751, 12378, 9774, 15065, 12865, 10273, 13219, 14820, 14923, 12448, 7312, 15038, 13629, 12771, 2041, 15099, 15055, 13368, 5707, 15011, 13716, 12157, 6308, 8551, 7844, 15019, 13962, 2709, 13408, 15006, 1664, 9806, 11340, 12174, 15094, 14351, 13695, 11748, 10083, 14528, 14728, 14924, 14650, 4140, 13790, 6076, 10813, 14320, 15037, 11863, 2876, 14811, 15095, 14509, 14917, 8572, 9918, 11247, 14969, 13569, 14304, 8858, 8629, 1993, 15063, 7688, 12749, 13998, 906, 14911, 9003, 14689, 12294, 13322, 14789, 14940, 14701, 14533, 14216, 15033, 13576, 15049, 8979, 14378, 15097, 12571, 14285, 11203, 15100, 6769, 13986, 14834, 15077, 10778, 12651, 15078, 12047, 2802, 14748, 13402, 14445, 14325, 10103, 12915, 13268, 14404, 14963, 8675, 5697, 10851, 14933, 14754, 12563, 12959, 10784, 13793, 14988, 13206, 14960, 14858, 15043, 6644, 13317, 13124, 2309, 14307, 14471, 13644, 1552, 14992, 14611, 14601, 13948, 15083, 11815, 14355, 12314, 15069, 7168, 10773, 6436, 13521, 7689, 6878, 14859, 15047, 9175, 8478, 13985, 6760, 12766, 12488, 14189, 15015, 11687, 14459, 11322, 5429, 13760, 13933, 14768, 14052, 14391, 11385, 7516, 14619, 3521, 12362, 5417, 14813, 8633, 13034, 11320, 9687, 12904, 14451, 12606, 13929, 14595, 9482, 13472, 11725, 15045, 6201, 13529, 11995, 14996, 14440, 11906, 5439, 13592, 11837, 14290, 8746, 12188, 3328, 9540, 14235, 14860, 14548, 2730, 605, 13824, 15090, 5361, 14954]","[3162, 709, 14363, 11148, 5149, 7032, 8811, 9861, 13017, 2233, 1800, 13913, 8215, 9373, 12973, 5404, 1688, 11960, 13803, 13485, 4613, 6409, 12771, 8141, 8744, 11831, 1533, 7455, 11480, 8854, 4952, 7882, 1142, 2608, 11869, 762, 476, 15015, 6716, 2190, 9394, 11071, 12434, 12099, 14818, 4319, 6597, 1054, 7365, 13879, 12648, 12324, 9150, 11286, 11592, 10237, 3234, 8629, 5011, 10287, 13909, 3275, 14223, 14025, 11964, 14274, 15077, 12185, 7065, 13167, 9698, 10012, 4041, 13825, 10325, 13944, 8500, 8914, 10368, 14930, 14099, 12224, 11234, 12559, 13382, 4599, 10331, 13787, 6823, 8344, 14110, 5939, 8688]",275,78,323,126,96,47,1,34,23,15,15,1,0,0
