SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
1157,168942,18,168942,59,3553,11,3553
440,89471,12,89471,40,3570,11,3570
1005,91536,11,91536,82,3482,13,3482
222,38904,4,38904,32,3539,11,3539
827,118352,20,118352,41,3576,13,3576
355,63421,6,63421,52,3534,9,3534
601,87604,7,87604,47,3522,9,3522
563,146844,14,146844,38,3546,10,3546
476,71713,13,71713,65,3539,10,3539
2827,392778,49,392778,56,3592,9,3592
1527,213900,32,213900,55,3523,6,3523
523,67889,12,67889,54,3593,11,3593
692,93305,19,93305,53,3629,9,3629
1241,244172,31,244172,28,3540,21,3540
733,112918,22,112918,55,3567,6,3567
499,76233,7,76233,52,3587,10,3587
396,72196,5,72196,52,3631,11,3631
441,113831,7,113831,34,3609,14,3609
168,39095,8,39095,48,3538,13,3538
2076,286865,49,286865,59,3522,10,3522
664,129263,11,129263,30,3544,10,3544
2560,513133,34,513133,46,3568,10,3568
714,145931,28,145931,40,3581,20,3581
580,87341,12,87341,49,3591,9,3591
712,118976,19,118976,63,3538,17,3538
985,177873,30,177873,30,3573,14,3573
894,130721,26,130721,62,3528,9,3528
750,116832,15,116832,42,3604,15,3604
2562,327967,39,327967,51,3525,14,3525
1784,310655,37,310655,68,3485,9,3485
685,95375,12,95375,59,3648,8,3648
5981,902181,96,902181,50,3637,11,3637
933,133291,22,133291,60,3546,13,3546
740,142728,26,142728,60,3667,14,3667
272,40870,6,40870,70,3646,7,3646
417,51983,12,51983,50,3679,12,3679
188,50182,7,50182,40,3597,12,3597
446,68291,9,68291,47,3506,6,3506
271,53719,14,53719,46,3516,11,3516
837,128180,20,128180,39,3641,9,3641
340,54727,6,54727,54,3626,11,3626
479,77669,9,77669,43,3555,12,3555
524,102371,13,102371,41,3623,8,3623
463,69067,10,69067,41,3565,17,3565
1260,232547,17,232547,38,3554,5,3554
265,60919,11,60919,39,3554,12,3554
368,78211,9,78211,27,3633,16,3633
696,105228,16,105228,52,3604,10,3604
712,75488,6,75488,75,3591,11,3591
676,91962,11,91962,49,3637,11,3637
499,89418,23,89418,69,3576,18,3576
560,92227,25,92227,47,3572,10,3572
1013,121142,14,121142,55,3551,11,3551
938,97836,26,97836,59,3542,18,3542
1347,181598,16,181598,58,3523,10,3523
287,39186,4,39186,49,3520,3,3520
1005,112072,11,112072,70,3551,10,3551
592,72685,1,72685,51,3548,5,3548
625,82676,12,82676,59,3593,12,3593
424,93457,21,93457,39,3550,14,3550
845,112387,20,112387,52,3495,18,3495
1577,215227,30,215227,50,3553,9,3553
280,42354,12,42354,47,3724,19,3724
568,92353,17,92353,59,3634,17,3634
206,64503,5,64503,38,3601,7,3601
574,90778,12,90778,54,3582,16,3582
2652,270097,54,270097,73,3577,22,3577
432,82779,10,82779,38,3508,16,3508
464,71944,11,71944,59,3595,11,3595
799,129827,20,129827,52,3563,18,3563
876,110960,32,110960,74,3529,9,3529
1142,150096,21,150096,50,3577,13,3577
1232,162819,19,162819,61,3573,12,3573
1748,260570,20,260570,53,3425,10,3425
316,49357,3,49357,41,3473,9,3473
1352,180210,22,180210,72,3597,14,3597
373,59381,7,59381,50,3551,11,3551
152,31747,12,31747,37,3420,12,3420
293,47861,5,47861,48,3518,11,3518
707,162468,19,162468,42,3643,9,3643
208,55326,9,55326,33,3555,15,3555
821,176785,17,176785,45,3602,15,3602
778,118066,17,118066,49,3570,15,3570
809,130398,15,130398,33,3557,12,3557
838,118089,7,118089,57,3478,10,3478
972,171195,8,171195,40,3577,12,3577
926,118647,8,118647,62,3660,14,3660
527,91897,19,91897,65,3549,14,3549
535,92230,20,92230,47,3602,13,3602
260,40953,8,40953,54,3648,16,3648
338,56223,7,56223,51,3469,15,3469
1521,186728,15,186728,81,3560,7,3560
220,59354,13,59354,36,3439,11,3439
1459,247636,46,247636,57,3576,16,3576
648,115930,15,115930,50,3568,8,3568
998,139188,19,139188,57,3502,20,3502
332,82453,5,82453,31,3539,4,3539
758,121288,12,121288,45,3560,14,3560
1079,142341,18,142341,68,3497,15,3497
859,145716,21,145716,48,3588,17,3588
438,64809,6,64809,61,3628,9,3628
215,45047,6,45047,40,3561,11,3561
615,105118,9,105118,58,3462,11,3462
1298,151556,13,151556,59,3582,11,3582
645,151401,8,151401,34,3491,4,3491
428,59313,5,59313,70,3559,6,3559
516,82356,8,82356,47,3532,11,3532
804,127433,18,127433,46,3600,16,3600
10791,1695511,187,1695511,61,3507,13,3507
840,135118,8,135118,52,3634,9,3634
1473,282555,34,282555,37,3570,19,3570
297,54537,6,54537,34,3488,13,3488
314,57900,9,57900,56,3617,15,3617
1441,166023,37,166023,57,3576,13,3576
1443,214956,28,214956,44,3607,21,3607
682,102499,25,102499,56,3546,11,3546
1077,128417,31,128417,59,3596,12,3596
2883,361289,49,361289,77,3601,9,3601
419,80730,15,80730,40,3562,9,3562
490,79639,9,79639,40,3552,12,3552
740,109293,21,109293,52,3579,19,3579
423,102276,21,102276,37,3515,4,3515
895,125622,24,125622,68,3612,18,3612
843,134849,11,134849,47,3530,15,3530
2978,360157,40,360157,75,3666,10,3666
886,135001,26,135001,53,3595,21,3595
532,78947,5,78947,53,3659,13,3659
294,31066,6,31066,71,3498,18,3498
613,89999,20,89999,51,3583,13,3583
571,93207,4,93207,44,3588,8,3588
369,85615,15,85615,31,3534,18,3534
1390,244002,19,244002,44,3523,12,3523
612,141184,10,141184,33,3529,16,3529
330,85587,14,85587,33,3612,16,3612
1645,291935,12,291935,49,3532,11,3532
630,97576,9,97576,46,3602,13,3602
703,100267,8,100267,53,3579,12,3579
532,134308,19,134308,36,3559,14,3559
315,56032,13,56032,39,3496,19,3496
2536,280674,36,280674,60,3561,12,3561
1335,196485,25,196485,50,3621,12,3621
1019,200588,24,200588,52,3588,10,3588
3171,423909,48,423909,59,3484,6,3484
519,105245,16,105245,48,3603,15,3603
569,84553,12,84553,50,3518,11,3518
1189,156054,14,156054,62,3672,10,3672
494,55594,11,55594,75,3611,17,3611
356,72697,8,72697,53,3609,8,3609
327,48170,8,48170,40,3491,11,3491
1001,260709,27,260709,22,3563,9,3563
534,115598,7,115598,35,3652,11,3652
294,59874,9,59874,43,3535,14,3535
506,53750,10,53750,60,3515,13,3515
3031,278543,14,278543,70,3623,11,3623
1194,208145,28,208145,34,3531,10,3531
942,173598,15,173598,54,3573,14,3573
307,104299,13,104299,17,3610,9,3610
1745,198836,23,198836,58,3579,10,3579
533,70940,9,70940,47,3638,10,3638
622,100702,8,100702,60,3597,7,3597
308,60780,7,60780,41,3600,12,3600
1012,159361,12,159361,49,3546,10,3546
635,83541,12,83541,60,3505,13,3505
424,50796,9,50796,53,3587,14,3587
650,109709,25,109709,52,3611,16,3611
460,90588,12,90588,51,3560,16,3560
1589,265357,30,265357,44,3556,7,3556
509,75869,10,75869,59,3458,15,3458
386,93044,15,93044,36,3544,9,3544
420,104531,15,104531,30,3642,8,3642
711,109125,12,109125,47,3568,6,3568
995,120278,32,120278,71,3511,19,3511
635,97891,17,97891,48,3518,10,3518
414,71849,15,71849,47,3560,15,3560
701,126632,18,126632,42,3526,16,3526
1308,205309,15,205309,40,3470,6,3470
2114,251804,18,251804,63,3576,11,3576
571,73454,9,73454,45,3686,14,3686
516,90626,9,90626,58,3546,9,3546
441,68850,6,68850,52,3557,9,3557
379,58797,15,58797,40,3566,15,3566
1292,246462,33,246462,48,3526,11,3526
776,97313,8,97313,70,3563,14,3563
608,111011,19,111011,45,3620,9,3620
482,94948,20,94948,52,3620,12,3620
266,43936,6,43936,52,3596,9,3596
2753,405581,49,405581,46,3525,14,3525
471,88677,4,88677,51,3573,12,3573
1871,272492,17,272492,66,3652,12,3652
855,124942,7,124942,45,3486,13,3486
752,148900,15,148900,38,3561,19,3561
368,49711,4,49711,68,3500,8,3500
1051,137802,19,137802,59,3592,10,3592
1974,271842,25,271842,60,3610,12,3610
1332,135094,22,135094,57,3552,20,3552
378,45070,13,45070,59,3521,19,3521
1699,264922,21,264922,46,3682,14,3682
608,91793,19,91793,53,3654,7,3654
537,63655,6,63655,70,3584,11,3584
4103,864604,156,864604,46,3506,17,3506
753,131566,20,131566,50,3566,13,3566
257,68425,16,68425,32,3581,11,3581
826,130600,12,130600,41,3566,13,3566
408,73331,4,73331,47,3543,13,3543
373,78219,9,78219,40,3506,7,3506
797,134209,14,134209,58,3688,8,3688
732,87777,12,87777,78,3635,13,3635
569,114510,3,114510,54,3617,10,3617
707,113489,11,113489,56,3561,14,3561
425,76245,8,76245,48,3580,13,3580
423,59748,7,59748,62,3581,15,3581
1563,313211,36,313211,43,3513,11,3513
369,75296,5,75296,41,3519,12,3519
1248,166215,20,166215,61,3563,16,3563
2667,517274,78,517274,51,3590,10,3590
388,57006,14,57006,61,3629,8,3629
2408,271776,43,271776,96,3646,11,3646
1143,192646,20,192646,45,3544,7,3544
229,41928,6,41928,44,3510,11,3510
1142,272992,15,272992,47,3499,12,3499
960,206989,31,206989,44,3464,17,3464
796,118841,5,118841,48,3536,10,3536
1031,146383,27,146383,76,3523,12,3523
433,85692,8,85692,33,3582,7,3582
330,56817,11,56817,49,3516,16,3516
744,157055,13,157055,44,3542,6,3542
756,110240,14,110240,54,3560,13,3560
259,59129,11,59129,40,3614,11,3614
350,86644,9,86644,37,3634,13,3634
498,58045,6,58045,64,3621,11,3621
1970,248245,31,248245,73,3482,4,3482
963,127590,21,127590,38,3554,14,3554
1073,160788,29,160788,51,3568,11,3568
663,116568,11,116568,52,3525,9,3525
357,48573,8,48573,52,3614,10,3614
1330,147186,25,147186,60,3536,11,3536
