Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Treated acute,SN Untreated acute,CN Out-of-care,CN Treated chronic,CN Susceptible,CN Untreated chronic,CN Untreated acute,CN Treated acute
0,0,2,457,0,457,2,156,0,156,"[14999, 8875, 8894, 3953, 13175, 6280, 12598, 1872, 9452, 7497, 799, 375, 9359, 192, 5973, 12922, 8963, 2354, 13393, 11669, 2448, 1152, 649, 8271, 12715, 2500, 53, 46, 10500, 8161, 5472, 7233, 10363, 14947, 12744, 15231, 9222, 4158, 4027, 1363, 12668, 375, 8875, 4109, 12945, 10993, 7741, 8936, 2160, 9203, 3060, 5429, 2160, 11346, 3614, 4876, 9455, 3296, 14399, 10601, 2606, 13335, 12362, 14095, 13182, 3879, 14083, 2380, 14855, 9180, 13314, 14232, 14866, 9396, 8873, 13979, 15072, 13341, 8108, 1083, 14840, 14674, 3207, 8076, 12194, 12591, 12528, 14276, 12606, 12728, 13644, 12105, 14324, 10917, 11801, 14786, 15054, 10689, 12305, 384, 14006, 14792, 14929, 14963, 13495, 13780, 15087, 14970, 14702, 14850, 8612, 13301, 11389, 12859, 14782, 15029, 15091, 13864, 10001, 14751, 9591, 15099, 15043, 13129, 12284, 10750, 15088, 4040, 6693, 15063, 12796, 11013, 14508, 12497, 8538, 8715, 14043, 15020, 15092, 14969, 14241, 9079, 15059, 13673, 7220, 11929, 10673, 9321, 14928, 2918, 8339, 14731, 13402, 14103, 13249, 11470, 14906, 14824, 14446, 13948, 9256, 12253, 14600, 15083, 15032, 15053, 15050, 15089, 13397, 13519, 10185, 12392, 14810, 13279, 4591, 12747, 11668, 14450, 13555, 10762, 14159, 15067, 13246, 13280, 10648, 14147, 13224, 14903, 11957, 12123, 15093, 14493, 14868, 15008, 14149, 11411, 11709, 12289, 15084, 13946, 13195, 15079, 14853, 13792, 13042, 11703, 10508, 13538, 15013, 14735, 15075, 13930, 15011, 12839, 4373, 13748, 14505, 14998, 13976, 14465, 4131, 14578, 14766, 14880, 10020, 10437, 13015, 11515, 2023, 13699, 15051, 14409, 11492, 12657, 13882, 13591, 12240, 13292, 12166, 7806, 14718, 10061, 13951, 14345, 3797, 14587, 13211, 12164, 9561, 13409, 8291, 14965, 15065, 4089, 12838, 11899, 11244, 14939, 11456, 1861, 14843, 14374, 14956, 14725, 3356, 15094, 14677, 15026, 14252, 3913, 14141, 14825, 14555, 12518, 4044, 15034, 14826, 14565, 11687, 14767, 10976, 14671, 15101, 12049, 14367, 13036, 14921, 15082, 13647, 14503, 11613, 315, 13534, 14682, 14598, 2315, 1946, 15041, 15080, 14197, 15024, 12437, 13937, 15068, 14388, 9760, 6066, 5068, 14325, 14833, 14734, 13724, 13248, 14199, 5150, 11446, 9386, 14150, 14294, 7089, 14032, 14770, 14431, 14281, 13372, 15021, 11540, 11799, 11236, 14513, 14413, 14976, 11765, 5804, 14673, 12201, 13549, 12860, 12576, 13716, 14651, 14246, 14828, 8379, 14739, 15014, 13449, 9164, 14932, 1285, 15012, 14755, 12019, 3633, 12563, 2893, 10052, 15022, 15095, 15060, 14804, 14655, 14139, 6613, 14796, 14753, 14834, 8845, 11787, 14744, 12603, 11919, 14910, 3216, 15009, 3208, 15000, 14607, 8484, 14546, 5874, 14180, 13619, 13972, 14694, 13969, 14685, 13751, 10308, 14257, 4415, 13550, 10725, 8294, 14805, 13352, 14974, 14634, 14187, 11416, 14703, 7801, 13213, 15085, 4461, 14369, 15048, 9647, 4861, 14251, 10616, 14012, 13463, 8705, 15052, 14955, 14859, 9349, 15030, 14704, 15035, 7608, 14867, 5601, 14495, 13776, 13194, 5909, 11577, 14723, 6880, 13423, 8261, 14904, 14285, 15003, 14916, 14477, 8906, 13516, 9267, 4110, 13853, 13661, 14738, 11175, 12797, 5226, 14496, 13469, 12090, 11327, 14889, 14820, 13737, 15056, 9055, 14370, 13999, 11098, 14258, 14678, 7902, 11463, 9898, 14936, 15069, 15031, 12736, 5410, 14646, 12977, 15081, 14544, 11091, 13842, 13203, 13888, 9010, 14585, 13417, 12431, 4272, 12993, 10091, 2031, 14245, 14533, 11308, 14221, 14774, 15090, 14982, 14128, 14440, 15036, 15073, 9740, 14743, 14996, 14951, 10062, 13075, 15042, 12372, 9446, 14542, 14960, 5354, 3262, 3309, 9962, 10260, 14079, 14407, 14808, 11392, 14021, 14469, 7629, 15098, 14248, 13730, 14603, 14571, 13601, 1160, 14895, 15078, 15097, 13575, 15045, 12263, 4821, 14710, 10810, 14254, 14461, 15100, 13379, 11704, 9671, 14687, 12044, 14937, 14615, 14666, 12555, 14980, 9114, 14791, 14130, 13444, 14384, 12571, 10204, 13468, 7794, 13315, 5484, 14989, 11407, 5721, 14864, 12245, 13734, 8853, 9423, 14295, 12016, 8720, 9911, 13088, 11735, 13412, 11350, 12753, 13901, 11561, 14892, 14238, 13459, 14068, 14839, 11111, 13753, 13455, 15017, 14167, 13618, 12551, 10796, 3508, 13865, 12536, 13031, 14424, 7402, 14643, 14876, 6486, 9657, 10886]","[11857, 8512, 14097, 7887, 2945, 10345, 11320, 3795, 14274, 7343, 7165, 2630, 12443, 3461, 13053, 11317, 5941, 13102, 5123, 13989, 12328, 5650, 8953, 2508, 6224, 7064, 10135, 13813, 1734, 13945, 15150, 4853, 10664, 15372, 13867, 14673, 12090, 12011, 9719, 456, 6734, 5239, 11359, 12628, 451, 1913, 8486, 7467, 5248, 12205, 11078, 2021, 20, 7782, 8936, 2832, 5717, 14621, 6947, 5170, 11652, 11084, 5147, 14191, 13980, 13779, 14965, 11964, 14126, 6073, 7379, 12212, 14839, 13014, 13608, 11981, 7072, 7829, 11241, 15226, 9486, 11124, 6900, 15225, 13668, 14151, 15024, 5578, 14917, 7282, 13620, 7671, 10966, 13969, 1527]",279,76,321,132,92,40,1,1,32,27,19,14,0,0
