SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
3291,136529,140,136529,52,845,7,845,2266,232
1924,92893,53,92893,46,819,6,819,2235,217
4117,152615,85,152615,59,818,13,818,2489,219
3339,111392,77,111392,50,788,11,788,2338,238
4804,167559,92,167559,46,811,4,811,2376,212
5809,185757,173,185757,70,824,5,824,2556,231
1706,73027,77,73027,52,860,10,860,2151,218
1072,36142,16,36142,38,824,5,824,2241,209
7817,243479,210,243479,45,730,5,730,2401,219
1694,66903,44,66903,47,774,7,774,2185,219
5536,223149,103,223149,47,842,4,842,2246,210
3493,131691,165,131691,42,805,6,805,2279,231
4207,119066,93,119066,69,829,8,829,2474,221
1635,48776,60,48776,59,830,17,830,2379,229
1691,69283,81,69283,51,853,7,853,2276,234
1969,57387,48,57387,68,802,3,802,2601,223
1287,41705,42,41705,54,785,12,785,2515,247
2024,65363,56,65363,43,829,9,829,2506,232
1356,62231,50,62231,44,771,10,771,2094,223
2675,94674,105,94674,48,794,7,794,2240,224
1965,67702,68,67702,48,760,16,760,2348,233
2194,78658,95,78658,43,795,12,795,2260,246
1367,48549,39,48549,43,819,6,819,2325,231
1804,70314,44,70314,50,744,9,744,2176,207
1732,61370,56,61370,45,812,9,812,2299,227
1825,83302,68,83302,37,763,10,763,2105,233
740,36034,31,36034,51,847,8,847,2117,225
4766,131812,102,131812,60,832,8,832,2508,229
1841,47038,44,47038,47,786,11,786,2696,219
1251,43100,28,43100,45,807,4,807,2338,217
9226,381575,364,381575,46,795,6,795,2210,242
1791,76579,42,76579,45,805,14,805,2194,238
2971,102372,75,102372,52,829,7,829,2414,222
4149,131288,99,131288,54,824,9,824,2463,244
3807,102676,65,102676,63,785,6,785,2601,228
3905,131002,90,131002,61,759,7,759,2488,214
2310,90733,82,90733,40,795,7,795,2305,230
3200,86424,81,86424,64,766,10,766,2532,234
2378,79534,85,79534,54,777,10,777,2434,228
3336,111370,55,111370,52,815,7,815,2449,221
990,40844,26,40844,47,798,10,798,2251,224
2551,91165,91,91165,51,778,8,778,2299,221
2562,84821,44,84821,58,828,8,828,2505,213
9153,334609,382,334609,47,749,9,749,2341,218
851,38525,27,38525,43,825,11,825,2180,242
2193,76628,59,76628,53,818,11,818,2383,227
1810,69479,74,69479,54,807,8,807,2433,210
2408,75906,61,75906,48,830,9,830,2363,229
980,39657,36,39657,40,805,10,805,2215,216
1630,57117,49,57117,47,830,12,830,2427,211
3072,102016,122,102016,53,828,11,828,2559,238
2731,89952,54,89952,60,831,9,831,2363,210
1141,50907,53,50907,50,817,10,817,2225,238
5077,196837,196,196837,49,814,8,814,2273,216
1595,65136,43,65136,44,799,7,799,2380,223
6656,219340,184,219340,63,805,10,805,2507,214
1426,75691,60,75691,37,852,6,852,2023,211
6990,213398,239,213398,59,830,5,830,2485,223
3754,113120,116,113120,71,868,11,868,2508,228
2395,87826,86,87826,41,809,8,809,2286,252
3623,100208,80,100208,66,755,10,755,2541,220
2530,77075,55,77075,58,779,3,779,2444,214
1210,35195,32,35195,56,835,11,835,2498,239
1597,61092,90,61092,56,785,8,785,2293,215
1239,49143,41,49143,36,837,11,837,2160,229
3098,148447,115,148447,37,834,10,834,2195,210
3810,138726,107,138726,54,792,11,792,2236,223
3116,124283,103,124283,36,787,3,787,2104,202
4441,179378,169,179378,61,819,11,819,2311,238
2286,86812,89,86812,58,816,14,816,2252,261
1101,39779,30,39779,61,805,7,805,2446,231
1931,69944,57,69944,50,799,11,799,2331,225
5860,195059,134,195059,46,803,7,803,2431,236
4154,135877,80,135877,59,770,5,770,2429,214
1936,66120,48,66120,56,817,8,817,2363,232
4135,140594,97,140594,46,794,8,794,2515,199
1750,64702,40,64702,55,773,2,773,2420,208
2453,82794,84,82794,49,836,9,836,2344,213
3253,114381,120,114381,50,760,7,760,2376,236
1554,55687,52,55687,74,868,8,868,2443,231
6482,233332,175,233332,60,784,2,784,2371,209
3733,133467,117,133467,52,745,5,745,2409,229
1568,70343,40,70343,41,849,16,849,2167,249
2246,63273,43,63273,59,801,5,801,2514,221
2195,84807,38,84807,46,790,12,790,2225,210
1260,52793,46,52793,47,787,12,787,2098,234
4345,145522,111,145522,38,832,9,832,2262,249
4313,149062,97,149062,68,854,7,854,2452,228
1011,34608,35,34608,53,775,4,775,2349,211
2275,74968,57,74968,61,792,8,792,2392,222
1095,41167,36,41167,53,828,11,828,2426,237
4016,124947,156,124947,62,798,8,798,2452,247
2061,87026,62,87026,36,838,9,838,2220,221
2438,99126,70,99126,62,839,5,839,2254,209
2678,83111,68,83111,64,828,8,828,2375,214
1555,64536,75,64536,40,779,6,779,2146,207
3667,130927,119,130927,54,832,9,832,2249,223
4245,113572,64,113572,64,783,8,783,2670,213
1695,64491,54,64491,52,800,7,800,2473,216
1867,66481,71,66481,49,808,12,808,2372,249
2452,79032,76,79032,58,785,11,785,2549,242
1433,48839,49,48839,53,840,7,840,2387,224
7015,228713,244,228713,64,857,14,857,2496,234
3253,110820,89,110820,36,787,5,787,2334,220
5923,201475,154,201475,50,835,5,835,2433,218
2388,108215,69,108215,51,845,6,845,2166,224
2078,56533,28,56533,88,795,9,795,2564,231
1781,60202,58,60202,41,836,11,836,2250,231
731,29466,36,29466,62,786,12,786,2357,225
1557,69776,73,69776,42,782,7,782,2056,232
11398,404164,225,404164,61,824,8,824,2369,186
2532,111880,115,111880,55,818,16,818,2248,231
1249,53379,44,53379,48,832,5,832,2308,235
2742,87450,59,87450,45,809,13,809,2459,232
3679,133409,109,133409,55,837,10,837,2314,219
2073,55013,44,55013,69,781,8,781,2575,219
9914,316668,222,316668,54,845,14,845,2307,246
