Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Untreated acute,SN Treated acute,CN Out-of-care,CN Susceptible,CN Treated chronic,CN Untreated chronic,CN Untreated acute,CN Treated acute
0,0,2,710,0,710,2,155,0,155,"[4050, 1191, 9280, 12678, 10917, 7360, 3467, 2482, 12934, 2413, 9773, 1471, 6458, 12735, 5877, 10753, 8087, 10533, 4240, 10054, 5726, 13280, 7599, 10457, 13447, 13042, 13303, 14522, 4348, 12454, 1679, 8761, 7839, 2084, 3813, 2815, 1830, 5615, 12486, 3052, 291, 11218, 7038, 12841, 15315, 10048, 5184, 15129, 5580, 3149, 12582, 9274, 4882, 1386, 10472, 8904, 2061, 2818, 4054, 8022, 10043, 10666, 7065, 10440, 12786, 14661, 8991, 1791, 15074, 12861, 7123, 11743, 15092, 15087, 7754, 11885, 12466, 12627, 12967, 11853, 14306, 14602, 14647, 14127, 14229, 13594, 14877, 9897, 15058, 13255, 14815, 14981, 15059, 13294, 14803, 14709, 14525, 14996, 14279, 14846, 8467, 13051, 14900, 14751, 2262, 15061, 14907, 15007, 14993, 1293, 15060, 9824, 14802, 15009, 14837, 15095, 5263, 9597, 14589, 13570, 15054, 12222, 12389, 13478, 15047, 13420, 14645, 15086, 6535, 14516, 9509, 10705, 5489, 15079, 11504, 12917, 14869, 13348, 15088, 11825, 11357, 14648, 12414, 9813, 7413, 7297, 11127, 15100, 12950, 14590, 12163, 13718, 15070, 13216, 14944, 15078, 13620, 13334, 14258, 10624, 6793, 11979, 14227, 1966, 15317, 15053, 13139, 8190, 15094, 14927, 8300, 15071, 11503, 12269, 12314, 15042, 11875, 15068, 14106, 13534, 14593, 14286, 4979, 9948, 14833, 2937, 14615, 15039, 4578, 14693, 8128, 8971, 14970, 14886, 15075, 6716, 10782, 15038, 14494, 13640, 9969, 14876, 12537, 15084, 13312, 15028, 10812, 15083, 7810, 5638, 14714, 15099, 14885, 13715, 9196, 12161, 14366, 8506, 14357, 15034, 3554, 14552, 11645, 13972, 15064, 13916, 14317, 14704, 14973, 14840, 14656, 12233, 5380, 4954, 15008, 14968, 6132, 11952, 14387, 14904, 7582, 13538, 12949, 14619, 15040, 9076, 14847, 14205, 14543, 13907, 14894, 14297, 15013, 10601, 13799, 11826, 14952, 15063, 2127, 14423, 11586, 11561, 14414, 14549, 14380, 7392, 15093, 1349, 7945, 14875, 12472, 13719, 9314, 12510, 14922, 14644, 14624, 12176, 11169, 13437, 2564, 15096, 12360, 13980, 9030, 1032, 12563, 14873, 14945, 12898, 6103, 4502, 14006, 11650, 13317, 14626, 14646, 7023, 5774, 13196, 13546, 12816, 11424, 12629, 14798, 14857, 13635, 12290, 4063, 7614, 13257, 9548, 13079, 11708, 14979, 10342, 5225, 14991, 8648, 9900, 14951, 1325, 14184, 14179, 15076, 14826, 14850, 14379, 14865, 13401, 14992, 13889, 6608, 12909, 3126, 14302, 14654, 12731, 8762, 14916, 14689, 14739, 13761, 9731, 3402, 13990, 13563, 14941, 11986, 14822, 14986, 11578, 11451, 12088, 13183, 7802, 14597, 13391, 14599, 12887, 5618, 3123, 12677, 13846, 11872, 11649, 12805, 10545, 11259, 10802, 13639, 11778, 9576, 6519, 13958, 14030, 9817, 10544, 13240, 14409, 14438, 13593, 14288, 14767, 7735, 13199, 14673, 13652, 11456, 15089, 14983, 14657, 13756, 14844, 14171, 15073, 13771, 4305, 14422, 12329, 14074, 13202, 11107, 14955, 14253, 14957, 15090, 14192, 13100, 11250, 12941, 12394, 5901, 14464, 13481, 3496, 12536, 14150, 14905, 14889, 12164, 15101, 14736, 14328, 15085, 11012, 15056, 15003, 6650, 15196, 14094, 15025, 15041, 12021, 13897, 14684, 14400, 13681, 15062, 5095, 14267, 3659, 14609, 14856, 12875, 14752, 13111, 15005, 9891, 11090, 9571, 5884, 11793, 12965, 14018, 12722, 3264, 12065, 13233, 13826, 11264, 2022, 14892, 14896, 14119, 14887, 4157, 15000, 4549, 14621, 12006, 14394, 6426, 14132, 4706, 15065, 13134, 8812, 13497, 15049, 13227, 4485, 15019, 14542, 11141, 8673, 5111, 14594, 14245, 13433, 14738, 10361, 14765, 14186, 14235, 15052, 15069, 15031, 15077, 12919, 14082, 2927, 11815, 11831, 11100, 13323, 1657, 3405, 10479, 14893, 14950, 10090, 15023, 14576, 12724, 12158, 2107, 14997, 10614, 15029, 5453, 14428, 14398, 14669, 9269, 5684, 9608, 8964, 15051, 3708, 6967, 14510, 15015, 12955, 13858, 14323, 13446, 2550, 14932, 9968, 15006, 11318, 12654, 13093, 10128, 3421, 13857, 14273, 12910, 12935, 14512, 13971, 14410, 14723, 12632, 14115, 13230, 11691, 13370, 15014, 15098, 10110, 14930, 14702, 13760, 3964, 11491, 14787, 1963, 14980, 10340, 10362, 7643, 10154, 14939, 11602, 11849, 13308, 7459, 15057, 14943, 14521, 14987, 13090, 13505, 14222, 8562, 14226, 7340, 13088, 14338, 12428, 212, 12870, 11818, 11173, 13936, 13950, 9191, 7781, 14389, 14419, 13748, 9143]","[9119, 2812, 10293, 8063, 7060, 15013, 8233, 13836, 4797, 13239, 13167, 739, 14317, 14970, 10052, 13618, 9712, 13881, 6336, 13217, 4549, 7371, 13789, 4425, 13243, 14346, 9898, 3917, 2258, 6190, 11458, 1803, 4257, 14381, 6477, 9274, 11588, 1833, 8869, 12414, 10809, 3136, 9707, 12309, 6097, 3219, 6439, 12486, 218, 4026, 10769, 12541, 1653, 6988, 12239, 4018, 9747, 14544, 4055, 4583, 14996, 7418, 15090, 12159, 10964, 11900, 11083, 15383, 13415, 14385, 10305, 11799, 4092, 10324, 12539, 7823, 13464, 9797, 12687, 13935, 11840, 12626, 4270, 14680, 14830, 8878, 14999, 6322, 5681, 13231, 12710, 11540, 8089, 12806, 11375, 15368, 2778, 14156, 13162, 14715, 9507, 8960, 13539]",275,79,328,123,92,52,1,1,42,24,21,14,0,0
