source,target
0,15100
1,10171
2,14935
3,13472
4,13632
5,14387
6,14175
7,13508
7,13171
8,1614
9,14199
10,14884
11,14884
12,12974
13,15092
14,14661
15,2141
16,13263
17,15037
18,14685
19,9987
20,13277
21,13342
22,11170
23,2507
24,14439
25,14472
26,15043
27,13001
28,7455
29,14904
30,14857
31,14923
32,15086
33,14752
34,6488
35,10849
36,12406
37,13667
38,12186
39,14980
40,14496
41,14782
42,13029
43,9032
44,4219
45,12551
46,14649
47,15095
48,15024
49,14929
50,14543
51,14730
52,9036
52,13686
53,14801
54,14708
55,15000
56,14842
57,14754
58,15079
59,9928
60,14412
61,13277
62,14232
63,12149
64,11037
65,15069
66,14932
67,8889
68,14951
69,15033
70,15001
71,14681
72,15059
73,12014
74,15010
74,12367
75,11186
75,14573
76,14598
77,8136
78,8213
79,6792
80,15092
81,14781
82,13767
82,15158
83,13656
84,5286
85,8349
86,10653
87,15087
88,14216
89,11730
90,14926
91,15049
91,14543
92,14957
93,14585
94,12041
95,14729
96,13366
96,13826
97,15036
98,15060
99,14344
100,12294
101,14796
101,13359
102,14774
103,11251
103,12202
104,13964
105,13339
106,13717
107,9917
108,12043
109,15091
110,14929
111,15020
112,14876
112,13715
113,13928
114,13939
115,11621
116,14978
117,14875
118,15054
118,15286
119,12061
120,11143
121,13466
122,14827
122,14007
123,2468
124,13567
125,15062
126,14367
127,11268
128,14376
129,15043
130,8021
131,8534
132,6875
133,14087
134,14168
135,15095
136,14413
137,8701
138,14943
139,15008
140,14969
141,14906
142,13515
142,14780
142,14854
143,14332
143,12697
144,9925
145,14854
146,13883
147,8141
148,14930
149,11538
150,3034
151,6277
152,15055
153,14697
154,12061
155,14958
156,15015
157,14888
158,15094
159,14965
160,14975
161,12721
162,14956
163,2356
164,14138
165,15012
166,14940
167,8428
168,13649
169,14982
170,14364
171,5930
172,3261
173,7965
174,13657
175,14254
176,11652
177,14625
178,7706
179,14789
180,7957
180,13580
181,15080
182,14337
183,14532
184,14158
185,13375
186,10173
187,14752
188,11523
189,15048
190,10531
191,14984
192,14744
193,13006
194,14966
195,15044
196,15015
197,15008
198,14649
199,14707
200,15097
201,12571
202,14457
203,15094
204,15074
205,14998
206,2125
207,14161
208,13069
209,7131
210,12102
211,15045
212,14110
213,14131
214,14353
215,9999
216,9912
217,15019
218,14615
219,14970
220,3898
221,15078
222,13050
222,13954
223,13242
224,7570
225,15038
226,14418
227,14369
228,14514
229,14481
230,14858
231,12930
232,12916
233,15028
234,14210
235,15087
236,6216
237,11440
238,14932
239,11338
239,12596
240,13686
240,15391
241,15004
242,14566
243,14390
244,14822
245,3003
246,14905
247,15095
248,15076
249,15076
250,14297
251,15031
252,15012
253,14513
254,13699
255,6399
256,13447
256,15264
257,15044
258,14969
259,14780
260,13352
261,5426
262,14919
263,12237
264,14614
265,8403
266,14828
267,13950
268,13808
268,14320
269,14988
270,15041
271,13209
272,14127
273,14832
274,12917
275,13290
276,3482
277,14871
278,13834
279,11079
280,8394
281,15024
282,15062
283,14873
284,15092
285,14666
286,15027
286,15118
287,12354
287,15190
288,2631
289,15011
290,11888
290,15263
291,14190
292,12472
293,13561
294,15092
294,15161
295,14827
296,11486
297,9692
297,14282
298,11490
299,15067
300,7565
301,12620
302,14911
303,13485
304,13898
305,584
306,13949
307,8562
308,9289
309,15071
310,7589
311,6358
312,13113
313,14760
314,13189
315,15087
316,4597
317,13355
318,15037
319,15065
320,11180
321,15047
322,15049
323,7061
324,9495
325,11568
326,15071
327,14485
328,7494
329,14721
330,5113
331,9808
332,14606
333,15090
334,4603
335,13953
336,13378
337,12798
338,15094
339,14534
340,14955
340,13931
341,15017
342,14137
343,13030
344,15031
344,13993
345,14462
346,6073
347,8494
348,8584
349,14800
350,14910
351,5770
352,15076
352,14309
353,14567
354,15054
355,10072
356,14827
357,13038
358,13735
359,10755
360,14763
361,15087
362,12803
363,14612
364,5581
364,13707
365,14050
366,14350
367,15093
368,11184
369,13490
369,14018
370,15078
371,14885
371,12904
372,14032
373,13991
374,13410
375,5428
376,1792
377,14934
378,15072
379,14332
380,12189
381,9974
382,14701
383,14806
384,4438
384,15164
384,13157
385,8221
386,13121
387,14996
388,14742
389,12972
390,14301
391,3742
392,7497
393,13361
394,11787
395,14183
396,12604
396,15196
397,14910
398,11888
399,14761
400,13747
401,14917
402,7166
402,15129
403,14728
404,13115
405,14955
406,11132
407,15084
408,15012
409,14174
410,14477
411,14178
412,14935
413,15019
414,14969
415,14861
416,15044
417,9985
418,15097
419,14855
420,3414
421,10202
422,15081
423,13395
424,15090
424,9583
425,14690
426,13834
427,13370
428,14367
429,11648
430,6716
430,15282
431,10567
432,15046
433,10147
434,1937
435,7644
436,14926
437,6215
438,12670
438,13917
439,13068
440,14826
440,15171
441,15062
442,15031
443,7117
444,14422
445,8988
446,13152
447,10199
448,5498
449,13403
450,9517
451,15095
452,14894
453,8227
454,7560
455,15065
456,14801
457,13824
458,14687
459,11658
460,8649
461,15057
462,15098
463,13423
464,9440
465,10588
466,12256
467,13243
468,7950
468,14740
469,9629
470,11849
471,13041
472,15100
473,14633
474,13639
474,15300
475,3030
476,13841
477,14487
478,14982
479,6372
480,12545
481,14490
482,14773
482,15225
483,9116
484,3323
485,11452
486,14989
487,10222
488,8873
489,14612
490,14774
491,14259
492,7987
493,4088
493,14305
494,14532
494,11863
495,15097
496,14845
497,15066
498,11477
499,14189
500,13510
501,14884
502,11618
503,15097
504,14972
505,12915
506,14985
507,12395
508,14228
509,15042
510,12355
511,11708
512,10075
513,5487
514,7900
515,15097
516,13795
517,14960
518,10414
519,13049
520,15025
521,11133
522,14658
523,11219
524,7293
525,5403
526,13845
527,15069
528,2338
529,12526
530,9649
531,14884
532,15076
533,15081
534,14937
535,14186
536,13366
537,14894
538,8439
539,15080
540,14978
541,13671
542,7352
543,15054
544,14640
545,12636
546,10406
547,14694
548,13528
549,12377
550,14340
551,11556
552,14071
553,9832
554,13247
555,15000
556,4726
557,14199
558,10860
559,14982
560,8167
561,9261
562,15045
563,14766
564,11600
565,13945
566,13406
567,14417
568,9209
569,15082
569,15220
570,6080
571,14029
