SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
520,136529,10,136529,11,845,4,845,773,86
319,92893,7,92893,3,819,1,819,824,77
448,152615,10,152615,7,818,1,818,829,77
200,111392,15,111392,6,788,0,788,711,63
617,167559,20,167559,6,811,3,811,850,73
469,185757,23,185757,8,824,3,824,782,80
212,73027,4,73027,2,860,5,860,728,80
134,36142,3,36142,7,824,3,824,811,70
983,243479,16,243479,3,730,3,730,840,69
273,66903,4,66903,14,774,1,774,852,74
869,223149,19,223149,6,842,2,842,819,68
480,131691,16,131691,9,805,3,805,883,80
4238,119066,11,119066,73,829,1,829,2705,78
255,48776,7,48776,12,830,8,830,1051,84
193,69283,3,69283,14,853,0,853,880,80
144,57387,9,57387,6,802,2,802,711,78
145,41705,2,41705,11,785,3,785,900,69
272,65363,9,65363,10,829,5,829,860,80
212,62231,6,62231,2,771,1,771,854,82
520,94674,8,94674,6,794,4,794,909,71
273,67702,5,67702,12,760,2,760,957,70
263,78658,14,78658,9,795,4,795,787,79
188,48549,4,48549,3,819,2,819,789,81
185,70314,11,70314,4,744,3,744,769,70
290,61370,3,61370,11,812,2,812,905,72
262,83302,5,83302,4,763,3,763,745,77
108,36034,4,36034,8,847,1,847,816,74
492,131812,10,131812,9,832,2,832,800,76
259,47038,3,47038,17,786,2,786,921,67
141,43100,5,43100,7,807,0,807,881,74
1180,381575,33,381575,12,795,3,795,808,77
312,76579,9,76579,8,805,3,805,825,80
286,102372,7,102372,8,829,2,829,757,69
719,131288,9,131288,7,824,3,824,873,68
546,102676,10,102676,13,785,0,785,930,65
504,131002,9,131002,7,759,1,759,935,67
549,90733,5,90733,10,795,2,795,1116,74
357,86424,4,86424,13,766,3,766,903,67
273,79534,9,79534,4,777,2,777,878,84
777,111370,6,111370,19,815,1,815,1073,73
95,40844,4,40844,6,798,5,798,801,79
369,91165,6,91165,5,778,2,778,877,63
286,84821,8,84821,7,828,7,828,788,93
1103,334609,23,334609,6,749,4,749,829,81
156,38525,4,38525,10,825,1,825,1022,83
244,76628,13,76628,9,818,4,818,826,80
207,69479,6,69479,3,807,4,807,762,74
188,75906,4,75906,10,830,3,830,736,77
158,39657,5,39657,9,805,5,805,766,87
183,57117,6,57117,2,830,6,830,908,81
318,102016,7,102016,5,828,7,828,750,83
582,89952,8,89952,13,831,6,831,984,86
160,50907,6,50907,8,817,3,817,820,71
559,196837,15,196837,5,814,3,814,748,72
311,65136,10,65136,14,799,2,799,893,78
662,219340,15,219340,11,805,3,805,837,76
224,75691,10,75691,6,852,3,852,774,75
683,213398,13,213398,11,830,2,830,820,72
616,113120,6,113120,8,868,3,868,976,75
434,87826,14,87826,8,809,4,809,1011,86
353,100208,14,100208,11,755,7,755,787,96
388,77075,6,77075,11,779,2,779,1063,63
71,35195,7,35195,4,835,4,835,653,77
234,61092,4,61092,10,785,2,785,775,68
192,49143,5,49143,6,837,4,837,819,67
622,148447,8,148447,7,834,2,834,1028,71
569,138726,5,138726,15,792,2,792,865,72
268,124283,14,124283,3,787,5,787,723,89
911,179378,17,179378,7,819,2,819,906,68
245,86812,3,86812,2,816,2,816,783,78
199,39779,0,39779,14,805,5,805,1001,77
216,69944,1,69944,4,799,2,799,815,68
802,195059,24,195059,4,803,6,803,839,90
519,135877,18,135877,7,770,2,770,863,68
226,66120,7,66120,3,817,4,817,828,73
334,140594,9,140594,7,794,4,794,774,72
298,64702,6,64702,6,773,3,773,892,73
300,82794,9,82794,9,836,1,836,891,73
481,114381,13,114381,15,760,1,760,881,68
192,55687,6,55687,14,868,3,868,894,79
683,233332,21,233332,8,784,1,784,776,65
495,133467,11,133467,13,745,3,745,964,82
311,70343,6,70343,13,849,2,849,903,74
218,63273,5,63273,5,801,1,801,720,72
340,84807,6,84807,7,790,1,790,850,78
156,52793,5,52793,9,787,2,787,762,72
587,145522,4,145522,6,832,2,832,882,69
585,149062,10,149062,7,854,5,854,905,89
162,34608,12,34608,14,775,3,775,907,72
318,74968,10,74968,7,792,4,792,817,73
170,41167,6,41167,5,828,2,828,836,72
532,124947,12,124947,17,798,1,798,908,73
417,87026,12,87026,7,838,2,838,986,76
267,99126,8,99126,8,839,0,839,720,70
400,83111,12,83111,12,828,5,828,915,82
175,64536,5,64536,5,779,0,779,755,71
397,130927,9,130927,3,832,5,832,772,75
481,113572,8,113572,9,783,5,783,965,81
127,64491,5,64491,0,800,5,800,752,82
161,66481,3,66481,9,808,1,808,769,72
172,79032,4,79032,9,785,2,785,782,73
236,48839,4,48839,13,840,5,840,901,75
869,228713,30,228713,6,857,2,857,911,78
494,110820,7,110820,12,787,2,787,945,81
806,201475,12,201475,13,835,2,835,911,68
195,108215,15,108215,9,845,2,845,759,74
213,56533,9,56533,8,795,3,795,806,68
263,60202,6,60202,10,836,2,836,933,82
99,29466,4,29466,11,786,0,786,828,72
117,69776,9,69776,5,782,3,782,690,80
1012,404164,16,404164,9,824,3,824,794,70
359,111880,9,111880,10,818,2,818,789,73
180,53379,5,53379,6,832,1,832,851,83
285,87450,5,87450,6,809,2,809,738,73
614,133409,22,133409,5,837,3,837,946,76
342,55013,8,55013,15,781,2,781,977,81
1667,316668,26,316668,20,845,0,845,957,63
413,115444,9,115444,6,773,1,773,780,76
150,44196,6,44196,8,808,2,808,921,82
276,93565,9,93565,5,757,2,757,813,78
129,47147,7,47147,9,833,4,833,856,81
585,115225,7,115225,4,824,2,824,812,67
201,61712,3,61712,2,808,4,808,761,78
329,64163,10,64163,15,813,5,813,1049,82
134,39679,3,39679,6,816,4,816,754,79
287,86206,10,86206,12,860,2,860,860,90
218,70891,11,70891,4,758,3,758,802,78
287,67252,9,67252,11,795,2,795,908,66
355,67013,5,67013,12,858,1,858,958,70
596,147866,14,147866,7,790,3,790,1035,70
899,232458,11,232458,17,805,4,805,799,73
140,38824,1,38824,5,828,3,828,730,75
268,83324,4,83324,6,794,1,794,875,72
216,50499,9,50499,11,839,4,839,923,94
1075,278226,41,278226,11,839,2,839,875,72
517,90473,12,90473,4,775,3,775,972,70
260,114738,8,114738,5,785,0,785,737,70
111,51140,8,51140,4,779,2,779,715,88
253,97530,8,97530,5,800,2,800,734,84
361,80532,12,80532,10,809,6,809,918,87
477,142301,17,142301,9,810,1,810,835,85
274,102791,14,102791,6,840,0,840,853,65
224,50481,3,50481,10,822,1,822,920,84
148,51498,7,51498,10,813,2,813,879,82
588,150195,19,150195,8,786,3,786,898,71
169,32658,5,32658,12,831,3,831,900,68
594,165083,15,165083,9,830,3,830,835,73
427,87950,10,87950,11,824,4,824,1014,85
526,133277,9,133277,11,766,1,766,923,70
448,175583,19,175583,5,836,2,836,778,81
527,76992,7,76992,11,820,3,820,932,74
388,141808,10,141808,10,829,3,829,775,80
197,50020,11,50020,9,841,7,841,898,89
245,57502,10,57502,4,834,3,834,839,81
99,36557,4,36557,4,786,2,786,766,75
293,69893,18,69893,7,795,2,795,865,77
193,35576,1,35576,9,812,1,812,987,74
1146,273269,42,273269,11,803,2,803,941,79
304,71427,11,71427,11,795,2,795,876,75
251,59062,2,59062,12,790,4,790,952,71
643,151350,9,151350,7,799,0,799,859,75
392,80140,5,80140,10,807,4,807,1021,74
439,115420,18,115420,6,811,4,811,916,90
1557,494983,40,494983,6,769,3,769,775,78
154,47306,7,47306,5,771,4,771,817,76
202,90251,10,90251,4,822,4,822,766,82
168,42305,5,42305,9,730,3,730,925,79
560,113327,11,113327,10,845,3,845,961,85
398,101899,9,101899,8,823,0,823,789,77
191,47979,2,47979,11,817,3,817,907,74
165,46253,3,46253,4,775,2,775,847,73
223,50907,5,50907,9,796,2,796,932,85
288,60626,4,60626,7,839,3,839,979,73
319,63026,4,63026,10,798,0,798,850,79
244,73295,8,73295,3,753,2,753,831,71
709,148378,13,148378,17,855,3,855,932,70
222,75508,7,75508,7,795,0,795,803,70
532,158453,12,158453,7,795,2,795,841,68
492,118015,18,118015,7,845,2,845,845,68
5503,1197056,109,1197056,11,790,3,790,877,85
580,171386,20,171386,3,821,1,821,723,67
1316,373138,30,373138,7,819,3,819,887,68
859,153039,6,153039,9,802,0,802,958,67
239,40871,4,40871,13,792,4,792,991,72
255,55190,3,55190,4,782,5,782,848,80
132,45581,10,45581,9,743,1,743,765,84
155,49533,13,49533,12,755,3,755,853,81
387,70196,5,70196,17,827,3,827,973,71
148,40225,4,40225,12,840,6,840,860,83
225,76745,7,76745,11,841,1,841,805,77
186,69541,13,69541,5,779,3,779,806,75
317,84454,17,84454,11,810,3,810,876,79
314,70948,8,70948,6,817,1,817,862,82
398,117129,3,117129,5,832,5,832,902,75
282,66309,8,66309,10,794,7,794,854,86
319,71537,5,71537,5,799,3,799,793,76
520,110876,16,110876,4,811,3,811,961,78
382,108300,15,108300,8,835,2,835,834,72
1286,354758,33,354758,14,764,3,764,875,84
241,75270,2,75270,7,772,2,772,799,72
256,61636,8,61636,9,789,3,789,846,77
1032,226529,29,226529,10,842,2,842,965,75
907,160365,30,160365,12,790,2,790,1100,80
91,52328,2,52328,6,805,1,805,675,65
327,68848,5,68848,7,795,2,795,858,76
193,43492,5,43492,13,899,3,899,929,73
317,108484,20,108484,3,777,6,777,795,94
235,75916,11,75916,7,867,2,867,852,78
259,54527,6,54527,8,774,6,774,773,79
186,60341,2,60341,6,840,0,840,856,59
3791,1090195,162,1090195,8,842,5,842,834,79
173,82580,5,82580,5,814,5,814,736,74
225,47443,4,47443,10,812,6,812,993,82
213,71525,5,71525,8,812,4,812,799,77
292,80821,6,80821,3,829,2,829,751,78
345,126196,14,126196,5,858,6,858,743,81
174,55049,4,55049,5,834,2,834,889,70
550,172425,21,172425,4,806,2,806,810,66
137,46536,6,46536,5,821,3,821,794,84
382,66717,5,66717,15,796,2,796,1044,82
348,139689,14,139689,9,807,1,807,769,78
315,63246,6,63246,9,812,3,812,938,84
479,144387,17,144387,5,823,3,823,826,81
228,63943,5,63943,15,842,3,842,852,75
179,41974,3,41974,11,787,3,787,916,76
173,60547,4,60547,11,803,5,803,882,76
622,162643,23,162643,5,786,6,786,773,81
233,69245,11,69245,6,835,5,835,723,77
373,85525,5,85525,9,843,2,843,857,82
220,63242,3,63242,7,831,3,831,875,70
120,42867,4,42867,10,832,3,832,849,79
189,72167,5,72167,2,793,4,793,764,84
480,147998,12,147998,7,868,1,868,870,81
2609,730372,47,730372,7,770,1,770,873,67
140,53320,9,53320,9,801,5,801,746,88
512,178217,14,178217,5,838,2,838,708,79
534,105760,5,105760,13,825,2,825,976,69
616,113612,11,113612,17,818,3,818,880,73
752,146358,13,146358,10,771,4,771,1036,69
144,44199,5,44199,7,800,0,800,778,75
304,101214,7,101214,9,766,1,766,799,82
246,96118,9,96118,9,798,2,798,721,78
261,70282,6,70282,13,842,4,842,891,78
503,108162,9,108162,7,827,2,827,979,79
391,72215,11,72215,7,814,4,814,976,88
730,150573,21,150573,19,810,1,810,1006,72
396,74585,8,74585,7,816,3,816,1011,85
373,84757,0,84757,6,815,2,815,815,64
240,57354,2,57354,10,816,0,816,875,75
483,138006,8,138006,5,797,1,797,765,70
