SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total
240,136529,15,136529,7,845,3,845
423,92893,5,92893,6,819,2,819
543,152615,7,152615,12,818,4,818
274,111392,5,111392,7,788,3,788
739,167559,9,167559,2,811,2,811
473,185757,17,185757,8,824,3,824
2291,73027,5,73027,82,860,4,860
1272,36142,2,36142,75,824,3,824
727,243479,31,243479,5,730,2,730
135,66903,7,66903,7,774,3,774
568,223149,23,223149,8,842,7,842
545,131691,3,131691,10,805,1,805
355,119066,3,119066,11,829,4,829
135,48776,3,48776,3,830,4,830
216,69283,7,69283,6,853,1,853
143,57387,6,57387,13,802,2,802
115,41705,4,41705,7,785,4,785
315,65363,2,65363,10,829,2,829
197,62231,5,62231,5,771,1,771
272,94674,5,94674,8,794,7,794
1945,67702,4,67702,47,760,3,760
416,78658,1,78658,9,795,2,795
157,48549,5,48549,7,819,5,819
195,70314,0,70314,5,744,0,744
174,61370,4,61370,5,812,1,812
288,83302,2,83302,10,763,2,763
147,36034,0,36034,3,847,2,847
517,131812,11,131812,14,832,4,832
194,47038,2,47038,6,786,1,786
158,43100,0,43100,3,807,1,807
16886,381575,53,381575,59,795,3,795
299,76579,7,76579,7,805,1,805
347,102372,5,102372,8,829,3,829
308,131288,8,131288,7,824,1,824
374,102676,3,102676,7,785,1,785
300,131002,4,131002,8,759,1,759
333,90733,2,90733,10,795,1,795
327,86424,6,86424,7,766,2,766
3505,79534,6,79534,67,777,4,777
399,111370,2,111370,3,815,0,815
88,40844,6,40844,5,798,3,798
3997,91165,1,91165,64,778,3,778
333,84821,9,84821,8,828,3,828
11730,334609,20,334609,70,749,1,749
143,38525,4,38525,8,825,1,825
2969,76628,9,76628,77,818,4,818
161,69479,9,69479,6,807,4,807
214,75906,3,75906,6,830,1,830
144,39657,2,39657,12,805,2,805
219,57117,6,57117,9,830,2,830
238,102016,2,102016,4,828,2,828
346,89952,10,89952,8,831,5,831
124,50907,2,50907,3,817,2,817
570,196837,7,196837,7,814,4,814
181,65136,6,65136,6,799,3,799
596,219340,18,219340,6,805,1,805
2249,75691,5,75691,55,852,3,852
535,213398,21,213398,6,830,2,830
497,113120,6,113120,15,868,0,868
226,87826,2,87826,8,809,3,809
430,100208,5,100208,10,755,4,755
182,77075,12,77075,3,779,5,779
112,35195,6,35195,12,835,1,835
200,61092,7,61092,3,785,3,785
134,49143,2,49143,7,837,2,837
406,148447,9,148447,4,834,5,834
343,138726,14,138726,4,792,1,792
455,124283,7,124283,9,787,3,787
377,179378,17,179378,5,819,1,819
228,86812,6,86812,2,816,8,816
116,39779,2,39779,9,805,1,805
188,69944,6,69944,6,799,3,799
596,195059,32,195059,5,803,2,803
467,135877,2,135877,6,770,2,770
293,66120,5,66120,12,817,0,817
5022,140594,11,140594,61,794,0,794
201,64702,6,64702,9,773,3,773
248,82794,6,82794,6,836,0,836
3967,114381,10,114381,55,760,2,760
237,55687,3,55687,8,868,2,868
586,233332,20,233332,5,784,5,784
404,133467,5,133467,0,745,2,745
241,70343,6,70343,13,849,2,849
216,63273,3,63273,9,801,4,801
2850,84807,3,84807,52,790,3,790
1887,52793,0,52793,64,787,1,787
542,145522,16,145522,11,832,2,832
5904,149062,7,149062,85,854,0,854
143,34608,0,34608,9,775,2,775
342,74968,5,74968,4,792,2,792
128,41167,4,41167,3,828,3,828
685,124947,6,124947,11,798,3,798
3394,87026,6,87026,61,838,2,838
262,99126,8,99126,9,839,1,839
3026,83111,6,83111,73,828,4,828
210,64536,5,64536,7,779,1,779
446,130927,11,130927,4,832,2,832
328,113572,9,113572,3,783,1,783
135,64491,2,64491,9,800,1,800
197,66481,2,66481,4,808,2,808
189,79032,2,79032,5,785,3,785
174,48839,4,48839,5,840,3,840
