Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Untreated acute,CN Treated chronic,CN Out-of-care,CN Untreated chronic,CN Susceptible,SN Treated acute,CN Untreated acute,CN Treated acute
0,0,0,393,0,393,2,171,1,171,"[11911, 11640, 2112, 6479, 1054, 13824, 12668, 11514, 5250, 14999, 14306, 5661, 14604, 13767, 1945, 5054, 11587, 10733, 1521, 4240, 7115, 2167, 4973, 12600, 6561, 10361, 6478, 12148, 4198, 974, 4725, 4922, 10912, 5373, 1310, 8995, 12215, 6790, 6746, 13283, 12983, 6808, 6035, 11731, 7618, 14416, 4268, 9575, 12050, 9727, 1313, 4778, 4405, 3548, 9231, 3392, 4788, 9818, 9656, 1286, 13209, 4839, 14848, 5683, 14900, 12302, 13667, 10630, 14824, 10687, 11374, 15008, 10825, 14823, 13877, 4545, 10941, 13848, 11922, 14979, 14694, 14563, 14845, 14752, 15090, 14590, 14945, 15022, 15053, 13743, 14220, 13869, 10770, 14578, 14761, 15084, 6962, 15098, 5835, 14078, 12505, 13950, 12482, 11334, 14009, 8083, 13878, 14716, 14573, 9865, 3621, 15044, 13942, 3974, 13845, 7341, 2863, 14844, 15035, 15080, 14994, 14955, 15003, 11244, 14471, 14931, 14024, 6796, 13062, 9973, 4705, 11597, 14520, 13689, 14144, 13694, 14583, 5760, 12400, 15079, 14948, 14956, 14630, 11031, 11023, 3526, 14098, 15058, 11424, 14696, 13750, 14663, 14464, 2520, 12353, 14990, 13620, 13879, 14942, 15023, 7011, 14804, 2372, 10170, 10781, 8889, 14697, 15045, 7708, 13810, 15083, 6979, 15063, 14741, 14783, 12944, 14825, 1507, 5069, 13553, 14911, 14601, 14128, 12843, 1188, 8961, 12956, 9971, 11764, 12628, 11370, 15065, 8200, 15066, 12000, 14878, 13887, 15092, 14699, 15101, 13053, 7781, 12042, 14998, 14654, 320, 14858, 2929, 14966, 14147, 15100, 14705, 14417, 9654, 14472, 7040, 10478, 9310, 11643, 15073, 11603, 11786, 2360, 13825, 15097, 4342, 14329, 14547, 12024, 7239, 11873, 10409, 14735, 14851, 5374, 15095, 8089, 11684, 14787, 14415, 12622, 6318, 9304, 4584, 15094, 14151, 13100, 14137, 5280, 14944, 14424, 12625, 6536, 12288, 12176, 13413, 11659, 14782, 12364, 7382, 2799, 13606, 14734, 8663, 11715, 13774, 5769, 4197, 14281, 10389, 14871, 9814, 14616, 9850, 14644, 14709, 14938, 4484, 9982, 13754, 13017, 13929, 11820, 5201, 14245, 15086, 11558, 14682, 14217, 15075, 11942, 10084, 13501, 11230, 14790, 3762, 10967, 14993, 12193, 15082, 14940, 11540, 3722, 12689, 11575, 12161, 13537, 14890, 13615, 12990, 12698, 10785, 13139, 14388, 8490, 14920, 14866, 15011, 14540, 14039, 14541, 12459, 14727, 14530, 11717, 12395, 15085, 14429, 11556, 11398, 14834, 14396, 13232, 14445, 15001, 14475, 10437, 13720, 14763, 12559, 3093, 11565, 14522, 14968, 7295, 5226, 10299, 7920, 14981, 14602, 14700, 13475, 14995, 11515, 14909, 10298, 14152, 13666, 6571, 14250, 11872, 14717, 15032, 15061, 14959, 14339, 12271, 5256, 2908, 14446, 14753, 14736, 13542, 14268, 13818, 6898, 13063, 8383, 14239, 4145, 13873, 14743, 6973, 10241, 14063, 12202, 13602, 381, 5455, 12930, 3272, 15087, 14423, 13147, 14392, 14953, 6647, 11856, 7641, 12068, 14156, 14332, 10739, 2377, 10536, 4943, 6396, 10523, 2019, 12885, 15060, 15068, 12958, 14974, 13238, 7291, 14084, 10057, 14140, 14829, 11758, 5129, 6537, 14928, 15072, 11276, 10721, 15029, 15049, 14285, 14105, 6965, 10333, 14055, 6889, 14857, 12104, 7380, 10758, 587, 14162, 12924, 11232, 14885, 14545, 15034, 15081, 14276, 13448, 13588, 14189, 14832, 11817, 14898, 5800, 11049, 7459, 12380, 13847, 15043, 13133, 13595, 11718, 9312, 9224, 10938, 15099, 15040, 13531, 14360, 5338, 13405, 14500, 15015, 13509, 14102, 9102, 9394, 12506, 14975, 8885, 14996, 11202, 4975, 9374, 8191, 13707, 14014, 6929, 15077, 10796, 14551, 12758, 15054, 13540, 14842, 15332, 13272, 14260, 11855, 9917, 11675, 12917, 9294, 13409, 3532, 11984, 13189, 14963, 7184, 14983, 10427, 14193, 14195, 11220, 14892, 8608, 13264, 12675, 13941, 835, 14349, 14266, 12496, 13548, 12464, 14774, 14862, 15055, 14886, 11365, 14384, 13142, 14238, 11371, 10254, 2761, 9388, 13776, 6893, 14442, 9761, 10047, 15096, 13358, 14572, 12440, 6665, 9081, 15070, 11823, 5570, 11576, 15078, 13088, 11995, 14001, 12476, 9709, 13893, 14970, 11803, 14677, 12127, 7004, 11022, 14516, 14950, 11190, 13570, 8267, 12491, 14290, 15025, 12071, 14992, 13562, 14869, 13742, 12950, 14650, 14707, 12396, 13126, 14863, 11996, 5812, 14930, 14625, 12953, 14712, 14255, 14631, 13740, 13047, 12908, 13182, 14792, 14187, 12547, 14596, 14786, 9901, 15064]","[3759, 5937, 5641, 13359, 7331, 11030, 3248, 15252, 10926, 11513, 4767, 11860, 6723, 13060, 12528, 12956, 2844, 6619, 6782, 10024, 2365, 4248, 12717, 4143, 15266, 0, 11356, 1290, 2254, 2791, 3483, 15081, 2898, 6686, 4823, 9954, 13595, 2238, 8580, 758, 4021, 2790, 13991, 1767, 3050, 13076, 8240, 13886, 3644, 11268, 9101, 2827, 3805, 10170, 8434, 8536, 4897, 10163, 14521, 13264, 13391, 8434, 10649, 13989, 12796, 10317, 6296, 5361, 7982, 13336, 12866, 11495, 2479, 10952, 4234, 9599, 9274, 6338, 5923, 14361, 15259, 10727, 11262, 6472, 8866, 2341, 5296, 14841, 12530]",282,77,320,123,113,35,2,33,25,15,12,0,0,0
