ID1,ID2,Distance
N6275|13540|0.872971,N6274|8332|0.830422,0.0102802
N6158|4529|0.28741,N6157|1527|0.433355,0.00599021
N6450|8145|0.328648,N6451|8082|0.826821,0.00770844
N6344|9913|0.050969,N6345|10638|0.426473,0.000851975
N6453|3929|0.373308,N6454|4214|0.432626,0.00255605
N6400|14319|0.001128,N6398|7464|0.441949,0.00769929
N6400|14319|0.001128,N6401|9917|0.971894,0.00341616
N6583|2611|0.555576,N6585|2201|0.009537,0.0129006
N6186|11449|0.821929,N6187|8434|0.902745,0.0103329
N6583|2611|0.555576,N6584|11337|0.566441,0.0128953
N6583|2611|0.555576,N6586|14399|0.148662,0.0111574
N6098|1673|0.20589,N6097|4535|0.7035,0.0146722
N5943|11647|0.714415,N5942|13374|0.34572,0.00943744
N5943|11647|0.714415,N5948|14022|0.706672,0.0146306
N5949|7875|0.369969,N5950|2467|0.074572,0.00255811
N6464|4404|0.878075,N6463|7691|0.651737,0.0111723
N6508|14945|0.144127,N6507|14651|0.701741,0.0094298
N6250|10544|0.967467,N6251|15261|0.988941,0.00943692
N6472|2640|0.310086,N6473|7348|0.140103,0.0146755
N5992|6921|0.442377,N5991|7448|0.071751,0.00256586
N6536|6117|0.15541,N6534|5053|0.075433,0.012019
N6536|6117|0.15541,N6535|4482|0.638966,0.00255903
N6040|8375|0.113944,N6039|7126|0.719568,0.0111626
N6536|6117|0.15541,N6533|11107|0.30453,0.00942518
N6117|8575|0.249765,N6118|4311|0.659984,0.0120245
N6540|2918|0.588686,N6539|3767|0.427309,0.00342329
N6117|8575|0.249765,N6114|4303|0.671612,0.0146558
N6166|3007|0.798946,N6165|7484|0.750286,0.0120189
N6100|2014|0.951744,N6103|7933|0.14451,0.0137705
N6100|2014|0.951744,N6102|14176|0.238432,0.0137661
N6166|3007|0.798946,N6167|10717|0.346376,0.0137632
N6166|3007|0.798946,N6168|1538|0.24542,0.0102912
N6369|8056|0.385259,N6368|14415|0.521767,0.0146617
N6429|4486|0.104401,N6430|7855|0.76034,0.00685107
N6429|4486|0.104401,N6428|2693|0.422248,0.0146448
N6283|9205|0.133691,N6284|7615|0.668629,0.00941973
N6362|8936|0.696106,N6359|6517|0.528108,0.0138571
N6362|8936|0.696106,N6361|4792|0.479552,0.00771553
N6362|8936|0.696106,N6360|4340|0.801039,0.0120884
N6572|6511|0.127607,N6573|2946|0.085994,0.0146252
N5968|4399|0.718938,N5965|5064|0.273774,0.00771731
N6038|2663|0.706152,N6039|7126|0.719568,0.0111569
N6606|9963|0.7406,N6604|3064|0.613181,0.0120419
N6606|9963|0.7406,N6607|6393|0.618767,0.0137814
N6606|9963|0.7406,N6605|11382|0.915733,0.0146498
N5995|4294|0.101188,N5998|14116|0.258332,0.0137774
N5995|4294|0.101188,N5996|7985|0.450485,0.0120603
N6535|4482|0.638966,N6533|11107|0.30453,0.00856416
N6534|5053|0.075433,N6535|4482|0.638966,0.00942339
N6211|1387|0.745476,N6210|5781|0.829984,0.0137666
