Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Treated acute,SN Untreated acute,CN Treated chronic,CN Out-of-care,CN Susceptible,CN Untreated chronic,CN Untreated acute,CN Treated acute
0,0,0,561,0,561,0,157,1,157,"[6364, 10458, 8237, 3573, 4542, 10018, 8656, 9686, 9648, 14174, 10670, 11640, 10318, 5648, 5713, 11127, 2251, 9365, 2914, 14742, 12004, 11868, 9752, 13925, 2865, 3919, 15347, 5294, 7838, 647, 11336, 8559, 8860, 4599, 9649, 3975, 9382, 9485, 11348, 9527, 13009, 10470, 8148, 13358, 12369, 1004, 9058, 7813, 7842, 10089, 2456, 11589, 6629, 11159, 12449, 5531, 11257, 2459, 7373, 3105, 433, 8542, 13835, 15096, 14120, 12217, 12412, 14982, 14812, 13690, 10399, 15031, 11308, 14956, 13128, 14208, 14567, 15087, 11545, 9908, 11613, 6692, 14074, 14853, 11650, 14803, 14330, 13595, 14456, 10339, 12951, 7568, 11369, 10256, 15086, 7247, 15083, 6533, 14115, 9445, 14445, 14288, 15082, 14863, 15379, 8153, 12167, 14069, 14542, 12630, 14990, 15038, 14541, 9965, 8540, 14984, 14744, 7552, 12819, 12550, 12316, 14775, 14878, 14748, 14722, 10051, 12200, 12619, 7147, 14852, 9894, 14846, 13866, 11373, 14929, 12832, 13022, 12122, 11747, 11916, 4427, 13911, 13562, 13867, 10621, 14886, 14724, 13799, 7104, 14880, 12723, 15010, 14163, 13954, 14959, 13544, 14950, 14922, 14814, 14324, 13602, 14941, 9600, 14096, 13079, 14659, 8872, 13227, 10770, 14859, 12178, 14191, 2669, 5849, 10253, 12164, 11685, 14432, 14537, 14894, 11636, 12997, 6876, 10132, 3049, 10121, 10606, 12984, 14995, 14576, 12273, 13381, 15092, 15098, 12893, 1078, 15069, 6379, 13552, 14104, 13973, 12166, 12650, 14828, 14316, 14983, 8740, 3435, 14757, 14286, 14681, 15101, 15099, 15066, 14517, 11743, 14682, 11772, 14307, 14523, 14962, 14408, 15089, 7691, 9098, 12738, 12109, 15100, 9187, 8408, 15041, 14727, 14961, 12913, 15052, 13091, 15054, 14588, 14117, 13743, 8385, 6973, 15090, 14077, 5843, 13665, 5028, 11271, 14586, 13927, 9688, 11303, 14646, 10671, 14260, 9737, 8654, 15095, 7977, 14310, 9785, 13123, 11674, 13534, 5903, 13243, 6637, 7259, 10734, 15084, 32, 13160, 4024, 7212, 7870, 14862, 14940, 14915, 11628, 13764, 14861, 15075, 14254, 13371, 13528, 15094, 13750, 13097, 13266, 8519, 3059, 13326, 9566, 6133, 15059, 15071, 11716, 13685, 3493, 14883, 14994, 12651, 1935, 3801, 14813, 14981, 15062, 8143, 14793, 14919, 14986, 13584, 15073, 13163, 14219, 12935, 15093, 7052, 14974, 10034, 10489, 1990, 14151, 11523, 14745, 15070, 1789, 14843, 12161, 10628, 12956, 13251, 14634, 13995, 7961, 15081, 9473, 15078, 9264, 14706, 12008, 14283, 15033, 14987, 14236, 14483, 10872, 14621, 14333, 11919, 11600, 12339, 14313, 12114, 8118, 14367, 13084, 11842, 15043, 14885, 4183, 14711, 13461, 14968, 14699, 14611, 12800, 14806, 12970, 9753, 7800, 12841, 15024, 14824, 12284, 9396, 12625, 14753, 15048, 14066, 8185, 5441, 10999, 14716, 13648, 9019, 11707, 14801, 12966, 14192, 12840, 14004, 14580, 14960, 10248, 1635, 8082, 13349, 8334, 8891, 13647, 14582, 13491, 9016, 14087, 11805, 3541, 11313, 14751, 14998, 14232, 6695, 13025, 14802, 14606, 14342, 13667, 15044, 10427, 11337, 15068, 14506, 9769, 12708, 14049, 10131, 13847, 11769, 10956, 13378, 13198, 13235, 7606, 12313, 14385, 14619, 14637, 12969, 14215, 13610, 13443, 14764, 3245, 14973, 14847, 14242, 12428, 14820, 12720, 287, 14844, 9010, 14478, 15063, 6239, 916, 14261, 14625, 15025, 11544, 9623, 10003, 12601, 14869, 15040, 11287, 14999, 12908, 15080, 4926, 13343, 14262, 14672, 14249, 14704, 14689, 10241, 14467, 13916, 13604, 12953, 14936, 11071, 9620, 12541, 14771, 12015, 14620, 13386, 3653, 14906, 10213, 2315, 11899, 12603, 9018, 12915, 14685, 12754, 14455, 14875, 14741, 10972, 12247, 10978, 14562, 13306, 13353, 9779, 12687, 14343, 14244, 3286, 14856, 15021, 1994, 11273, 11734, 14575, 15016, 9239, 5061, 9791, 14569, 13318, 9933, 14297, 7430, 14937, 15056, 12086, 12404, 1073, 8850, 13531, 14188, 9210, 15026, 14840, 13920, 4787, 8091, 14084, 12534, 11790, 14893, 13912, 14660, 3969, 13539, 11293, 14607, 14132, 14832, 15064, 7098, 14251, 14515, 3575, 3912, 4068, 12963, 13734, 4819, 14773, 6773, 14516, 15003, 14864, 14781, 11902, 13387, 12244, 8920, 13654, 9991, 11675, 14833, 14769, 14831, 13244, 9369, 14043, 14183, 13193, 12985, 14213, 10753, 15005, 10152, 13811, 14450, 10677, 11559, 3014, 8338, 13858, 14110, 15061, 14399, 14170, 14952, 11178, 14593]","[6589, 3062, 7745, 7501, 10446, 14620, 11705, 3228, 12574, 6953, 8515, 774, 12902, 7955, 10124, 5642, 5562, 9319, 5180, 14270, 2532, 1788, 3314, 11406, 9371, 5886, 12255, 1012, 3149, 1446, 13930, 4040, 10569, 8918, 5510, 10118, 323, 3500, 11662, 2401, 3961, 5663, 1753, 14719, 4518, 191, 1951, 14649, 1567, 12857, 12341, 792, 6827, 2973, 7911, 742, 14254, 9281, 7187, 7615, 660, 14550, 8610, 14054, 12877, 9862, 12484, 14528, 5931, 12236, 1527, 7951, 13499, 13510, 15321, 11553, 14133, 14973, 14268, 12617, 14158, 8534, 13072, 10657]",265,70,337,105,91,61,1,1,28,24,14,11,0,0
