Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Out-of-care,SN Treated chronic,SN Untreated chronic,SN Untreated acute,CN Out-of-care,CN Treated chronic,CN Susceptible,CN Untreated chronic,SN Treated acute,CN Untreated acute,CN Treated acute
0,0,4,458,0,458,1,171,0,171,"[6036, 2243, 2403, 8433, 1390, 3179, 3341, 10926, 6520, 3447, 7934, 5390, 1289, 6408, 11879, 15358, 8633, 12270, 5586, 15065, 9657, 7321, 2628, 6716, 14937, 3615, 6836, 10859, 10367, 14089, 11332, 13167, 7009, 12205, 2051, 14660, 515, 1335, 2809, 15144, 1243, 3478, 8693, 2129, 3778, 4992, 6913, 9664, 4330, 4271, 4399, 2897, 11167, 2606, 621, 5551, 12236, 11378, 2897, 8616, 10920, 1609, 10279, 4094, 11030, 14087, 15070, 14946, 15093, 9395, 9006, 11008, 12904, 15094, 14945, 13294, 13775, 15086, 13351, 12843, 15034, 14345, 10378, 14401, 3323, 14976, 11801, 15096, 7672, 4829, 13475, 15101, 15092, 14868, 12675, 14526, 11714, 12497, 14975, 4320, 13813, 11105, 15089, 14711, 11514, 14687, 15031, 2409, 15097, 11137, 14616, 14977, 14789, 13397, 14675, 15078, 9831, 12009, 14727, 14580, 10575, 14039, 14797, 2128, 13006, 14141, 13325, 15037, 14704, 12192, 14460, 14751, 11251, 14064, 14865, 6687, 14428, 11933, 14347, 14767, 7872, 14825, 14871, 9244, 14321, 7345, 12037, 11476, 14970, 14724, 10415, 13031, 13379, 14545, 9468, 6077, 15100, 13710, 14918, 14306, 15056, 11347, 11693, 12469, 15085, 6814, 15016, 14999, 15095, 11523, 10644, 2819, 13883, 14075, 15082, 14702, 10539, 14494, 13734, 6200, 3781, 14534, 13425, 11675, 14989, 13162, 8516, 14634, 11458, 2090, 9558, 14550, 14311, 14987, 14849, 14936, 11063, 12532, 14020, 2013, 5232, 1604, 15099, 12025, 15039, 11986, 14791, 14972, 15041, 14828, 14802, 7409, 13466, 3279, 15075, 15040, 6699, 14740, 15049, 14705, 15061, 13568, 14777, 10311, 11991, 14312, 14864, 1732, 14772, 14971, 14967, 14274, 12617, 14700, 5629, 11500, 14979, 5480, 5946, 12742, 8166, 12164, 13965, 11984, 7255, 7056, 13424, 14097, 12445, 13690, 11811, 12427, 12511, 14377, 7723, 15091, 13527, 14842, 14787, 14077, 12053, 9368, 13841, 3534, 14795, 14389, 7965, 12223, 8340, 8193, 13135, 14049, 14983, 14437, 13476, 14839, 14685, 14291, 14562, 727, 6599, 9318, 14333, 12286, 15053, 13797, 13222, 14986, 12947, 14298, 12260, 14459, 15030, 13691, 8959, 12346, 14425, 3698, 13742, 1841, 15055, 13328, 3568, 14762, 14104, 14577, 12172, 13895, 14631, 14928, 14162, 15024, 15077, 12838, 14856, 11537, 13541, 13704, 11901, 12887, 14228, 13429, 9529, 14816, 15068, 7496, 12125, 14990, 11855, 14997, 6681, 14176, 13374, 14683, 14974, 13194, 14052, 15000, 2164, 7817, 4642, 15058, 14541, 8067, 14965, 10504, 10551, 8535, 8885, 14707, 5947, 5065, 14263, 7083, 8153, 12055, 14001, 5356, 14822, 12008, 14142, 14310, 14655, 10967, 7480, 14959, 15087, 12946, 15060, 14602, 13894, 10249, 8930, 14213, 15069, 14933, 1636, 9155, 9978, 14934, 3188, 12863, 15083, 8487, 14171, 13120, 13890, 13326, 8571, 11806, 4026, 15001, 10810, 3201, 6306, 15073, 12400, 14607, 7022, 14632, 12927, 11590, 13195, 10409, 14668, 15071, 13607, 14894, 11525, 14540, 14527, 14737, 15002, 13563, 14198, 14608, 3711, 7163, 14709, 13807, 13644, 13536, 10240, 14995, 13003, 9743, 13122, 13526, 9431, 11129, 6848, 14396, 14114, 14180, 12526, 14054, 5282, 13954, 3576, 12197, 12334, 8080, 15090, 13850, 11893, 14671, 11867, 12987, 15021, 13075, 44, 12903, 13433, 15098, 12416, 12133, 11604, 11880, 3923, 14832, 1854, 5144, 15081, 613, 1648, 11635, 8526, 11706, 14503, 14964, 12537, 12206, 15012, 14922, 14681, 15079, 13477, 8024, 6065, 15067, 14931, 13942, 9697, 14086, 12553, 14452, 10754, 14134, 14238, 12063, 10133, 14763, 14673, 12817, 13211, 14192, 12034, 13336, 11481, 14029, 7583, 13171, 14106, 13686, 8370, 9811, 12273, 11299, 14595, 2614, 6378, 8825, 6153, 11709, 8806, 11735, 11513, 11285, 335, 15046, 7039, 14010, 13166, 14235, 13311, 14376, 15043, 5915, 12296, 9648, 10015, 5175, 15032, 10366, 14963, 14088, 11465, 13763, 15062, 13225, 12948, 13350, 9521, 14559, 12706, 14811, 3914, 14585, 3610, 3742, 13093, 11569, 14867, 13540, 14109, 8972, 12588, 13219, 14799, 14872, 14658, 14082, 4213, 12489, 10959, 14120, 9955, 14805, 13566, 13478, 14906, 12689, 12451, 12979, 8439, 14958, 11845, 14032, 14733, 11209, 14800, 14132, 14663, 7870, 9661, 14748, 8863, 8989, 15080, 10002, 7604, 14438, 4748, 14982, 14628, 10730, 14349, 10925, 13443, 13335, 14350]","[10698, 1085, 4116, 9941, 13750, 1330, 13479, 297, 6977, 6267, 11284, 28, 9877, 7260, 14179, 13935, 12959, 622, 10666, 1520, 8875, 5392, 6920, 13371, 13567, 9261, 5293, 13354, 14758, 7532, 7628, 7662, 15226, 11418, 14452, 221, 12327, 650, 397, 11332, 8710, 11035, 11657, 3870, 10810, 13609, 10044, 11725, 7767, 12316, 8957, 11315, 9483, 8872, 6894, 6492, 9948, 15277, 3251, 1734, 3336, 6520, 13155, 9141, 11374, 13670, 14272, 15381, 14473, 10745, 11546, 12877, 8318, 7800, 11666, 14939, 3720, 12501, 10381, 13525, 14806, 9814, 14156, 15319, 14203, 8325, 8226, 10771, 11937, 3741, 15055]",276,72,321,126,96,46,2,27,25,19,12,0,0,0
