Unnamed: 0,Unnamed: 0.1,SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled,SN HIV+,CN HIV+,SN Susceptible,SN Treated chronic,SN Out-of-care,SN Untreated chronic,SN Untreated acute,SN Treated acute,CN Out-of-care,CN Treated chronic,CN Susceptible,CN Untreated chronic,CN Untreated acute,CN Treated acute
0,0,2,377,0,377,0,162,1,162,"[10261, 13845, 11351, 4539, 3937, 3755, 2593, 2915, 8729, 15370, 11324, 11605, 15052, 771, 4920, 6830, 1956, 12025, 2676, 11218, 8703, 5085, 11966, 382, 13805, 6809, 12631, 8834, 4718, 5292, 3404, 942, 15394, 11662, 1508, 270, 15318, 1782, 4054, 9573, 10075, 12951, 8783, 15095, 6562, 9761, 11115, 14347, 301, 4414, 6166, 13450, 15349, 7805, 13848, 13984, 13187, 1469, 9963, 5434, 10991, 1394, 10609, 15077, 15086, 12324, 15088, 11451, 10142, 8433, 14742, 15051, 14088, 14301, 15075, 14054, 13950, 6588, 9396, 8742, 12557, 7913, 14540, 11392, 15071, 15085, 14963, 13085, 15056, 14669, 13039, 14526, 14717, 14790, 12477, 14170, 14494, 14220, 15045, 13850, 15042, 6958, 14931, 14961, 13135, 12458, 12925, 11728, 15064, 15005, 13230, 15063, 14326, 9461, 11802, 3026, 8602, 14428, 14716, 13614, 14386, 4106, 14952, 14825, 5038, 14667, 14074, 8319, 14947, 13352, 13726, 13046, 11337, 11467, 8887, 14995, 14166, 9959, 14598, 7616, 13637, 14958, 14077, 13377, 7134, 12709, 12232, 6971, 14714, 11549, 12288, 14972, 15018, 15091, 15098, 12323, 7050, 15043, 13776, 14951, 15039, 11130, 15092, 15001, 14727, 3492, 13232, 12013, 14855, 14111, 11604, 2508, 13343, 14981, 14597, 14553, 11580, 12515, 15080, 14887, 14460, 14956, 8261, 14465, 9009, 14870, 12379, 9531, 15031, 14934, 14948, 13680, 6698, 4903, 15025, 13650, 2302, 14903, 11259, 14968, 6792, 13747, 13274, 6248, 14935, 14752, 14796, 11111, 15069, 9253, 14955, 14279, 13814, 6395, 14746, 15089, 4186, 15054, 14771, 14379, 13780, 10376, 13087, 15006, 14787, 9204, 4080, 14944, 14096, 14679, 12729, 15040, 15100, 14411, 14997, 14816, 11103, 12084, 14969, 15059, 14759, 12340, 11738, 10065, 7599, 15084, 13733, 14929, 14235, 14289, 10345, 14738, 10233, 12615, 12400, 9978, 13206, 12945, 9101, 14490, 12126, 14693, 11437, 14959, 12113, 15066, 9535, 14950, 14070, 6330, 10366, 15020, 14992, 12730, 9758, 14615, 7867, 13921, 11851, 12883, 11741, 8923, 15038, 15078, 10541, 11644, 9876, 15017, 12915, 12361, 7545, 11935, 14983, 445, 14832, 13056, 5124, 13844, 14978, 15000, 7286, 8854, 6130, 11669, 15044, 13083, 14965, 11818, 9034, 13029, 14282, 14585, 14822, 14394, 9520, 11541, 15094, 11192, 14797, 14782, 12029, 13997, 12469, 14921, 15097, 14227, 11191, 10651, 10160, 14500, 5230, 8134, 7254, 13703, 3344, 8499, 13305, 8682, 9782, 14833, 14932, 13901, 12185, 12436, 4992, 8567, 14159, 12825, 14614, 5330, 5802, 14080, 4928, 12007, 14241, 15016, 14174, 15099, 12253, 14567, 14085, 11124, 13166, 14703, 8518, 14726, 11934, 14619, 14803, 14775, 15068, 14535, 14857, 10448, 14705, 11067, 15062, 12975, 14943, 13323, 11426, 15067, 9380, 14842, 14945, 10830, 11009, 14884, 14543, 15081, 9496, 14436, 6981, 11753, 14896, 1624, 13296, 14157, 14982, 14894, 11274, 15082, 11405, 6632, 6782, 11463, 2687, 8415, 14973, 14882, 12366, 14046, 12964, 1291, 13714, 9653, 14848, 9338, 10802, 14939, 13168, 7438, 13907, 14994, 13990, 15061, 14964, 12720, 14290, 12911, 11044, 11832, 12409, 11914, 13541, 12605, 14718, 11597, 10094, 15057, 8496, 8246, 14555, 11151, 11729, 14177, 5589, 14608, 14715, 8293, 9742, 9468, 8356, 12650, 12108, 14052, 10254, 15073, 14358, 14916, 13539, 14689, 14024, 14677, 15093, 1566, 13799, 14865, 4326, 14476, 10902, 13802, 9705, 8094, 2282, 8052, 14533, 14276, 8593, 12629, 12428, 15033, 13239, 12306, 11485, 14221, 7512, 3372, 12178, 14027, 12194, 10808, 14091, 9579, 12425, 8929, 14697, 10349, 15035, 13283, 5450, 14617, 4041, 14607, 14154, 14574, 14349, 13548, 11909, 13954, 14633, 13028, 13790, 9215, 14384, 10293, 14750, 11383, 13364, 5157, 4066, 15030, 12111, 14140, 14272, 12644, 4996, 4855, 11045, 14354, 11763, 14413, 14334, 14029, 15037, 14811, 9860, 12241, 12260, 7951, 11429, 15049, 13991, 13651, 14624, 11835, 13219, 10762, 11710, 14468, 14604, 14711, 15007, 10648, 14314, 14834, 14989, 14053, 14988, 13442, 13709, 13648, 15065, 14798, 9083, 6401, 13339, 8661, 12369, 10662, 13367, 6974, 11848, 13207, 10698, 5976, 14805, 14493, 4177, 12716, 9865, 12931, 2765, 14862, 8763, 13317, 14815, 13402, 9143, 14293, 14675, 2862, 14240, 11051, 14962, 8819, 12199, 11745, 14538, 9580]","[10318, 5125, 1259, 5044, 13356, 1257, 13180, 3030, 10869, 3081, 3086, 2440, 1348, 1437, 7836, 15194, 12661, 7995, 9409, 2684, 7623, 1535, 2472, 5676, 11426, 9906, 10316, 5095, 8974, 4783, 5021, 7818, 15114, 970, 10032, 14782, 7472, 10131, 3061, 2477, 14900, 3117, 12426, 6221, 9632, 8545, 10177, 5929, 13583, 11249, 4492, 11008, 4995, 6736, 10389, 38, 3642, 7097, 11834, 5242, 3012, 9957, 14840, 11100, 12761, 10249, 8261, 13417, 4699, 2451, 10930, 10553, 9919, 14446, 7886, 9672, 10487, 11991, 15341, 14748, 7350, 13737, 3195, 10462]",270,68,330,108,101,51,1,1,31,21,16,10,1,0
