SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
213,77604,13,77604,6,760,4,760,752,92
202,74004,7,74004,10,833,2,833,751,85
150,52532,8,52532,8,807,3,807,751,84
251,79427,10,79427,4,814,0,814,750,87
154,49449,4,49449,8,811,5,811,752,87
288,76421,6,76421,6,787,4,787,755,91
247,122897,16,122897,8,803,3,803,750,90
88,36937,4,36937,3,815,2,815,753,95
182,44736,7,44736,4,774,3,774,752,84
683,234734,36,234734,7,840,2,840,752,91
255,102810,16,102810,4,818,8,818,752,108
137,35482,8,35482,6,804,5,804,751,93
96,41248,7,41248,6,849,6,849,752,95
660,231450,23,231450,6,812,2,812,750,97
223,84507,19,84507,8,839,4,839,750,83
180,47996,7,47996,6,821,9,821,751,104
296,127754,7,127754,12,857,4,857,751,85
197,76213,9,76213,8,790,0,790,752,92
175,58933,11,58933,8,853,5,853,752,97
247,86600,4,86600,9,856,3,856,755,96
509,230746,27,230746,6,786,8,786,753,104
325,110251,9,110251,8,815,4,815,751,98
636,208702,20,208702,8,844,9,844,753,111
118,61423,6,61423,10,809,2,809,750,99
166,55836,10,55836,9,866,5,866,752,95
459,194270,17,194270,4,833,1,833,752,82
329,135360,60,135360,9,814,2,814,753,101
61,31385,5,31385,7,787,1,787,754,91
86,33349,4,33349,6,794,1,794,753,89
436,152491,14,152491,3,796,0,796,753,100
176,70133,16,70133,11,846,3,846,751,89
124,45526,4,45526,5,754,5,754,750,98
187,49889,15,49889,7,813,6,813,750,97
179,59880,12,59880,2,774,5,774,752,94
433,140920,13,140920,6,863,3,863,753,97
108,50511,8,50511,5,852,1,852,753,104
484,118461,17,118461,6,821,3,821,751,90
153,76444,12,76444,6,837,2,837,754,89
148,51483,9,51483,3,835,4,835,752,99
336,118095,26,118095,3,793,6,793,750,100
357,122438,9,122438,9,764,1,764,755,86
38,23452,2,23452,5,717,3,717,754,103
441,159347,20,159347,7,804,2,804,753,90
430,149580,13,149580,10,807,2,807,753,92
275,135468,16,135468,5,815,2,815,753,85
170,58853,12,58853,3,842,4,842,750,101
160,50214,5,50214,6,768,3,768,753,93
272,95406,8,95406,5,800,3,800,753,90
180,62121,4,62121,8,842,3,842,755,95
295,107215,11,107215,2,772,3,772,755,85
300,82151,22,82151,5,767,3,767,750,97
592,157785,40,157785,10,828,1,828,755,82
2174,725812,179,725812,6,830,2,830,753,94
190,65951,11,65951,6,794,3,794,750,94
619,209286,43,209286,6,805,2,805,752,84
187,62463,9,62463,6,856,4,856,754,88
312,83579,14,83579,4,836,2,836,754,86
103,29836,12,29836,14,799,6,799,755,101
218,80820,20,80820,9,802,1,802,755,102
250,107634,11,107634,3,860,2,860,751,99
460,178202,25,178202,7,777,1,777,750,78
68,28821,4,28821,6,844,6,844,755,101
503,204822,25,204822,11,779,7,779,750,91
97,40357,12,40357,4,791,7,791,755,98
64,23521,3,23521,5,822,4,822,750,92
177,65407,6,65407,12,797,4,797,751,94
166,61198,8,61198,8,855,5,855,754,97
278,104081,16,104081,7,790,6,790,755,102
524,210647,31,210647,5,766,2,766,755,94
103,42935,4,42935,4,812,7,812,753,88
387,135024,27,135024,5,792,4,792,755,98
209,65180,12,65180,6,791,5,791,750,94
79,36346,10,36346,4,765,8,765,752,97
255,81031,3,81031,5,787,4,787,754,94
199,72552,15,72552,5,796,2,796,752,87
340,87675,22,87675,4,800,4,800,755,98
204,65216,11,65216,5,763,5,763,753,95
436,108440,12,108440,3,784,3,784,752,92
174,49630,17,49630,4,824,5,824,751,91
442,136836,12,136836,8,793,2,793,751,85
285,117466,14,117466,6,801,4,801,752,93
377,84263,3,84263,5,756,1,756,754,79
254,96508,12,96508,1,828,10,828,751,93
253,87530,17,87530,3,787,1,787,754,86
177,67451,5,67451,8,777,4,777,752,91
339,126581,14,126581,6,829,0,829,755,79
141,64174,8,64174,8,847,4,847,751,99
157,48762,11,48762,4,826,6,826,752,96
551,202130,19,202130,6,800,4,800,755,91
354,125184,7,125184,7,778,2,778,751,94
340,116766,8,116766,4,836,2,836,755,84
448,127776,21,127776,7,790,1,790,751,87
358,145497,33,145497,7,808,5,808,752,102
701,235445,33,235445,7,837,3,837,751,82
366,141985,28,141985,7,769,5,769,751,96
259,72823,12,72823,8,780,6,780,751,98
392,180370,14,180370,14,836,2,836,753,88
335,87296,23,87296,5,813,4,813,755,103
252,94811,19,94811,5,788,5,788,751,94
296,66295,4,66295,7,820,3,820,752,90
287,80609,8,80609,9,822,3,822,755,91
169,81801,23,81801,8,822,3,822,752,94
491,165512,41,165512,7,821,5,821,751,103
158,62578,7,62578,7,785,3,785,754,101
204,55330,9,55330,4,802,3,802,752,100
461,113661,11,113661,5,829,3,829,751,87
231,97797,17,97797,7,859,3,859,751,84
124,44905,10,44905,5,811,4,811,750,106
