SN GN count,SN GN total,CN GN count,CN GN total,SN TN count,SN TN total,CN TN count,CN TN total,SN sampled,CN sampled
181,77604,13,77604,7,760,4,760,600,113
93,74004,10,74004,5,833,1,833,604,100
128,52532,5,52532,2,807,3,807,601,89
139,79427,4,79427,2,814,3,814,605,111
102,49449,11,49449,4,811,6,811,601,101
186,76421,10,76421,7,787,6,787,600,96
152,122897,46,122897,1,803,5,803,605,112
79,36937,2,36937,6,815,3,815,602,98
97,44736,10,44736,1,774,2,774,602,110
359,234734,40,234734,4,840,5,840,602,86
187,102810,22,102810,5,818,4,818,601,105
65,35482,6,35482,4,804,5,804,603,101
62,41248,4,41248,3,849,4,849,603,101
459,231450,42,231450,4,812,3,812,600,95
168,84507,22,84507,8,839,3,839,603,112
107,47996,9,47996,10,821,1,821,605,98
217,127754,27,127754,5,857,6,857,603,110
144,76213,8,76213,3,790,4,790,600,108
92,58933,16,58933,5,853,2,853,601,107
107,86600,8,86600,3,856,4,856,604,105
482,230746,106,230746,6,786,5,786,605,114
210,110251,17,110251,5,815,4,815,601,104
302,208702,28,208702,6,844,4,844,601,104
104,61423,17,61423,7,809,1,809,603,114
79,55836,9,55836,4,866,1,866,601,100
350,194270,42,194270,6,833,9,833,600,106
271,135360,18,135360,1,814,1,814,603,107
37,31385,11,31385,4,787,3,787,601,123
41,33349,2,33349,6,794,7,794,605,103
225,152491,32,152491,6,796,5,796,600,104
181,70133,18,70133,5,846,6,846,605,113
76,45526,6,45526,2,754,1,754,602,107
116,49889,16,49889,5,813,4,813,600,109
80,59880,14,59880,1,774,7,774,601,111
226,140920,33,140920,7,863,2,863,601,109
124,50511,11,50511,4,852,2,852,602,98
206,118461,11,118461,3,821,6,821,601,117
124,76444,16,76444,2,837,5,837,601,111
106,51483,15,51483,1,835,1,835,600,96
254,118095,49,118095,4,793,3,793,602,119
240,122438,11,122438,2,764,8,764,601,103
53,23452,1,23452,3,717,0,717,601,98
162,159347,41,159347,3,804,4,804,604,111
310,149580,33,149580,4,807,4,807,601,107
268,135468,28,135468,6,815,5,815,602,106
112,58853,21,58853,3,842,6,842,603,96
120,50214,11,50214,3,768,3,768,603,106
163,95406,19,95406,5,800,3,800,600,107
