param_type,param_val,overlap,mean of props,std of props,mean of raw count,std of raw count
Number of RDS Seeds,20,social->transmission,0.005464254861885056,0.002620806149869585,4.416,2.1021284451717026
Number of RDS Seeds,30,social->transmission,0.005256527848804347,0.0025511199353639782,4.26,2.0747047982785403
Number of RDS Seeds,40,social->transmission,0.005420497187047472,0.002599171776929156,4.384,2.0910628876243775
Number of RDS Seeds,50,social->transmission,0.005087447561033558,0.0024523124085563167,4.12,1.9903768487399565
Number of RDS Seeds,60,social->transmission,0.005326834586668149,0.002549389661973552,4.308,2.054540337885825
Number of RDS Seeds,70,social->transmission,0.004911602019526675,0.0024818375115488963,3.98,2.014844907182684
Number of RDS Seeds,80,social->transmission,0.005225144976791156,0.0026765395101181594,4.224,2.166523482448321
Number of RDS Seeds,90,social->transmission,0.005156106113503615,0.002535409578948148,4.176,2.0671294105594837
Number of RDS Seeds,100,social->transmission,0.004945284878496402,0.0023675438863783034,4.012,1.9462415060829426
Number of RDS Seeds,110,social->transmission,0.004821718516301662,0.0024365840316694634,3.908,1.9787713359557237
Number of RDS Seeds,120,social->transmission,0.004896813168927475,0.0023962555892423644,3.972,1.9542814536294408
Number of RDS Seeds,130,social->transmission,0.004664984095979501,0.0023279839858305587,3.78,1.8940960904874917
Number of RDS Seeds,140,social->transmission,0.00453086686462985,0.002435956851469698,3.672,1.9930920701262147
Number of RDS Seeds,150,social->transmission,0.00464789053053214,0.002467796227615438,3.768,2.002542384070809
Number of RDS Seeds,200,social->transmission,0.004361381743298344,0.00215730926809958,3.532,1.7507072856420058
Number of RDS Seeds,300,social->transmission,0.0033759740913351702,0.0020959983360878515,2.728,1.6870139299958373
Number of RDS Seeds,400,social->transmission,0.0029742204305378468,0.0018820039890983427,2.412,1.531749326750301
Number of RDS Seeds,500,social->transmission,0.0020570415218522957,0.0015684295745292893,1.668,1.2703448350743194
Number of RDS Seeds,600,social->transmission,0.001501257371630956,0.001446603961070512,1.212,1.1623493450765996
